id_unidade,cod_equipamento,nome_unidade,num_unidade,data_entrada_teste,data_entrada_operacao,data_desativacao,potencia_efetiva,combustivel,id_usina
1,ALUXG-0UG1,UG  527 MW USINA XINGO               1 AL,1.0,1997-08-22,1997-08-22,,527.0,HIDRÁULICA,1
2,ALUXG-0UG2,UG  527 MW USINA XINGO               2 AL,2.0,1996-12-20,1996-12-20,,527.0,HIDRÁULICA,1
3,ALUXG-0UG5,UG  527 MW USINA XINGO               5 AL,5.0,1995-01-31,1995-01-31,,527.0,HIDRÁULICA,1
4,ALUXG-0UG6,UG  527 MW USINA XINGO               6 AL,6.0,1994-04-30,1994-04-30,,527.0,HIDRÁULICA,1
5,ALUXG-0UG3,UG  527 MW USINA XINGO               3 AL,3.0,1996-07-31,1996-07-31,,527.0,HIDRÁULICA,1
6,ALUXG-0UG4,UG  527 MW USINA XINGO               4 AL,4.0,1995-10-26,1995-10-26,,527.0,HIDRÁULICA,1
7,ALBGMD0UG1,UG  1P6 MW POLO                      1 AL,1.0,2002-06-08,2002-06-09,2005-01-01,1.6,ÓLEO DIESEL,2
8,ALBGMD0UG10,UG  1P6 MW POLO                     10 AL,10.0,2002-06-08,2002-06-09,2005-01-01,1.6,ÓLEO DIESEL,2
9,ALBGMD0UG2,UG  1P6 MW POLO                      2 AL,2.0,2002-06-08,2002-06-09,2005-01-01,1.6,ÓLEO DIESEL,2
10,ALBGMD0UG3,UG  1P6 MW POLO                      3 AL,3.0,2002-06-08,2002-06-09,2005-01-01,1.6,ÓLEO DIESEL,2
11,ALBGMD0UG4,UG  1P6 MW POLO                      4 AL,4.0,2002-06-08,2002-06-09,2005-01-01,1.6,ÓLEO DIESEL,2
12,ALBGMD0UG5,UG  1P6 MW POLO                      5 AL,5.0,2002-06-08,2002-06-09,2005-01-01,1.6,ÓLEO DIESEL,2
13,ALBGMD0UG6,UG  1P6 MW POLO                      6 AL,6.0,2002-06-08,2002-06-09,2005-01-01,1.6,ÓLEO DIESEL,2
14,ALBGMD0UG7,UG  1P6 MW POLO                      7 AL,7.0,2002-06-08,2002-06-09,2005-01-01,1.6,ÓLEO DIESEL,2
15,ALBGMD0UG8,UG  1P6 MW POLO                      8 AL,8.0,2002-06-08,2002-06-09,2005-01-01,1.6,ÓLEO DIESEL,2
16,ALBGMD0UG9,UG  1P6 MW POLO                      9 AL,9.0,2002-06-08,2002-06-09,2005-01-01,1.6,ÓLEO DIESEL,2
17,ALBERL0UG90,UG 1P64 MW RIO LARGO                90 AL,90.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
18,ALBERL0UG91,UG 1P64 MW RIO LARGO                91 AL,91.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
19,ALBERL0UG92,UG 1P64 MW RIO LARGO                92 AL,92.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
20,ALBERL0UG93,UG 1P64 MW RIO LARGO                93 AL,93.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
21,ALBERL0UG94,UG 1P64 MW RIO LARGO                94 AL,94.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
22,ALBERL0UG95,UG 1P64 MW RIO LARGO                95 AL,95.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
23,ALBERL0UG96,UG 1P64 MW RIO LARGO                96 AL,96.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
24,ALBERL0UG97,UG 1P64 MW RIO LARGO                97 AL,97.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
25,ALBERL0UG83,UG 1P64 MW RIO LARGO                83 AL,83.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
26,ALBERL0UG98,UG 1P64 MW RIO LARGO                98 AL,98.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
27,ALBERL0UG99,UG 1P64 MW RIO LARGO                99 AL,99.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
28,ALBERL0UG4,UG 1P64 MW RIO LARGO                 4 AL,4.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
29,ALBERL0UG40,UG 1P64 MW RIO LARGO                40 AL,40.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
30,ALBERL0UG41,UG 1P64 MW RIO LARGO                41 AL,41.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
31,ALBERL0UG42,UG 1P64 MW RIO LARGO                42 AL,42.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
32,ALBERL0UG43,UG 1P64 MW RIO LARGO                43 AL,43.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
33,ALBERL0UG44,UG 1P64 MW RIO LARGO                44 AL,44.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
34,ALBERL0UG45,UG 1P64 MW RIO LARGO                45 AL,45.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
35,ALBERL0UG46,UG 1P64 MW RIO LARGO                46 AL,46.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
36,ALBERL0UG47,UG 1P64 MW RIO LARGO                47 AL,47.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
37,ALBERL0UG48,UG 1P64 MW RIO LARGO                48 AL,48.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
38,ALBERL0UG49,UG 1P64 MW RIO LARGO                49 AL,49.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
39,ALBERL0UG5,UG 1P64 MW RIO LARGO                 5 AL,5.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
40,ALBERL0UG50,UG 1P64 MW RIO LARGO                50 AL,50.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
41,ALBERL0UG51,UG 1P64 MW RIO LARGO                51 AL,51.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
42,ALBERL0UG52,UG 1P64 MW RIO LARGO                52 AL,52.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
43,ALBERL0UG53,UG 1P64 MW RIO LARGO                53 AL,53.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
44,ALBERL0UG54,UG 1P64 MW RIO LARGO                54 AL,54.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
45,ALBERL0UG55,UG 1P64 MW RIO LARGO                55 AL,55.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
46,ALBERL0UG56,UG 1P64 MW RIO LARGO                56 AL,56.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
47,ALBERL0UG57,UG 1P64 MW RIO LARGO                57 AL,57.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
48,ALBERL0UG58,UG 1P64 MW RIO LARGO                58 AL,58.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
49,ALBERL0UG59,UG 1P64 MW RIO LARGO                59 AL,59.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
50,ALBERL0UG6,UG 1P64 MW RIO LARGO                 6 AL,6.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
51,ALBERL0UG60,UG 1P64 MW RIO LARGO                60 AL,60.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
52,ALBERL0UG61,UG 1P64 MW RIO LARGO                61 AL,61.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
53,ALBERL0UG62,UG 1P64 MW RIO LARGO                62 AL,62.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
54,ALBERL0UG63,UG 1P64 MW RIO LARGO                63 AL,63.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
55,ALBERL0UG64,UG 1P64 MW RIO LARGO                64 AL,64.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
56,ALBERL0UG65,UG 1P64 MW RIO LARGO                65 AL,65.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
57,ALBERL0UG66,UG 1P64 MW RIO LARGO                66 AL,66.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
58,ALBERL0UG67,UG 1P64 MW RIO LARGO                67 AL,67.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
59,ALBERL0UG68,UG 1P64 MW RIO LARGO                68 AL,68.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
60,ALBERL0UG69,UG 1P64 MW RIO LARGO                69 AL,69.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
61,ALBERL0UG7,UG 1P64 MW RIO LARGO                 7 AL,7.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
62,ALBERL0UG70,UG 1P64 MW RIO LARGO                70 AL,70.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
63,ALBERL0UG71,UG 1P64 MW RIO LARGO                71 AL,71.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
64,ALBERL0UG72,UG 1P64 MW RIO LARGO                72 AL,72.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
65,ALBERL0UG73,UG 1P64 MW RIO LARGO                73 AL,73.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
66,ALBERL0UG74,UG 1P64 MW RIO LARGO                74 AL,74.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
67,ALBERL0UG75,UG 1P64 MW RIO LARGO                75 AL,75.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
68,ALBERL0UG76,UG 1P64 MW RIO LARGO                76 AL,76.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
69,ALBERL0UG77,UG 1P64 MW RIO LARGO                77 AL,77.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
70,ALBERL0UG78,UG 1P64 MW RIO LARGO                78 AL,78.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
71,ALBERL0UG79,UG 1P64 MW RIO LARGO                79 AL,79.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
72,ALBERL0UG8,UG 1P64 MW RIO LARGO                 8 AL,8.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
73,ALBERL0UG80,UG 1P64 MW RIO LARGO                80 AL,80.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
74,ALBERL0UG81,UG 1P64 MW RIO LARGO                81 AL,81.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
75,ALBERL0UG82,UG 1P64 MW RIO LARGO                82 AL,82.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
76,ALBERL0UG84,UG 1P64 MW RIO LARGO                84 AL,84.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
77,ALBERL0UG85,UG 1P64 MW RIO LARGO                85 AL,85.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
78,ALBERL0UG86,UG 1P64 MW RIO LARGO                86 AL,86.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
79,ALBERL0UG87,UG 1P64 MW RIO LARGO                87 AL,87.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
80,ALBERL0UG88,UG 1P64 MW RIO LARGO                88 AL,88.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
81,ALBERL0UG89,UG 1P64 MW RIO LARGO                89 AL,89.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
82,ALBERL0UG9,UG 1P64 MW RIO LARGO                 9 AL,9.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
83,ALBERL0G106,UG 1P64 MW RIO LARGO              G106 AL,,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
84,ALBERL0G107,UG 1P64 MW RIO LARGO              G107 AL,,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
85,ALBERL0G108,UG 1P64 MW RIO LARGO              G108 AL,,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
86,ALBERL0UG1,UG 1P64 MW RIO LARGO                 1 AL,1.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
87,ALBERL0UG10,UG 1P64 MW RIO LARGO                10 AL,10.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
88,ALBERL0UG11,UG 1P64 MW RIO LARGO                11 AL,11.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
89,ALBERL0UG12,UG 1P64 MW RIO LARGO                12 AL,12.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
90,ALBERL0UG13,UG 1P64 MW RIO LARGO                13 AL,13.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
91,ALBERL0UG14,UG 1P64 MW RIO LARGO                14 AL,14.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
92,ALBERL0UG15,UG 1P64 MW RIO LARGO                15 AL,15.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
93,ALBERL0UG16,UG 1P64 MW RIO LARGO                16 AL,16.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
94,ALBERL0UG17,UG 1P64 MW RIO LARGO                17 AL,17.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
95,ALBERL0UG18,UG 1P64 MW RIO LARGO                18 AL,18.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
96,ALBERL0UG19,UG 1P64 MW RIO LARGO                19 AL,19.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
97,ALBERL0UG2,UG 1P64 MW RIO LARGO                 2 AL,2.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
98,ALBERL0UG20,UG 1P64 MW RIO LARGO                20 AL,20.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
99,ALBERL0UG21,UG 1P64 MW RIO LARGO                21 AL,21.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
100,ALBERL0UG22,UG 1P64 MW RIO LARGO                22 AL,22.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
101,ALBERL0UG23,UG 1P64 MW RIO LARGO                23 AL,23.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
102,ALBERL0UG24,UG 1P64 MW RIO LARGO                24 AL,24.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
103,ALBERL0UG25,UG 1P64 MW RIO LARGO                25 AL,25.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
104,ALBERL0UG26,UG 1P64 MW RIO LARGO                26 AL,26.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
105,ALBERL0UG27,UG 1P64 MW RIO LARGO                27 AL,27.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
106,ALBERL0UG28,UG 1P64 MW RIO LARGO                28 AL,28.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
107,ALBERL0UG29,UG 1P64 MW RIO LARGO                29 AL,29.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
108,ALBERL0UG3,UG 1P64 MW RIO LARGO                 3 AL,3.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
109,ALBERL0UG30,UG 1P64 MW RIO LARGO                30 AL,30.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
110,ALBERL0UG31,UG 1P64 MW RIO LARGO                31 AL,31.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
111,ALBERL0UG32,UG 1P64 MW RIO LARGO                32 AL,32.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
112,ALBERL0UG33,UG 1P64 MW RIO LARGO                33 AL,33.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
113,ALBERL0UG34,UG 1P64 MW RIO LARGO                34 AL,34.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
114,ALBERL0UG35,UG 1P64 MW RIO LARGO                35 AL,35.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
115,ALBERL0UG36,UG 1P64 MW RIO LARGO                36 AL,36.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
116,ALBERL0UG37,UG 1P64 MW RIO LARGO                37 AL,37.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
117,ALBERL0UG38,UG 1P64 MW RIO LARGO                38 AL,38.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
118,ALBERL0UG39,UG 1P64 MW RIO LARGO                39 AL,39.0,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
119,ALBERL0G105,UG 1P64 MW RIO LARGO              G105 AL,,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
120,ALBERL0G100,UG 1P64 MW RIO LARGO              G100 AL,,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
121,ALBERL0G101,UG 1P64 MW RIO LARGO              G101 AL,,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
122,ALBERL0G102,UG 1P64 MW RIO LARGO              G102 AL,,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
123,ALBERL0G103,UG 1P64 MW RIO LARGO              G103 AL,,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
124,ALBERL0G104,UG 1P64 MW RIO LARGO              G104 AL,,2002-07-30,2002-08-05,2006-01-01,1.64,ÓLEO DIESEL,3
125,ALBGPP0UG1,UG  1P6 MW PERI-PERI                 1 AL,1.0,2002-06-25,2002-06-26,2005-01-01,1.6,ÓLEO DIESEL,4
126,ALBGPP0UG10,UG  1P6 MW PERI-PERI                10 AL,10.0,2002-06-25,2002-06-26,2005-01-01,1.6,ÓLEO DIESEL,4
127,ALBGPP0UG2,UG  1P6 MW PERI-PERI                 2 AL,2.0,2002-06-25,2002-06-26,2005-01-01,1.6,ÓLEO DIESEL,4
128,ALBGPP0UG3,UG  1P6 MW PERI-PERI                 3 AL,3.0,2002-06-25,2002-06-26,2005-01-01,1.6,ÓLEO DIESEL,4
129,ALBGPP0UG4,UG  1P6 MW PERI-PERI                 4 AL,4.0,2002-06-25,2002-06-26,2005-01-01,1.6,ÓLEO DIESEL,4
130,ALBGPP0UG5,UG  1P6 MW PERI-PERI                 5 AL,5.0,2002-06-25,2002-06-26,2005-01-01,1.6,ÓLEO DIESEL,4
131,ALBGPP0UG6,UG  1P6 MW PERI-PERI                 6 AL,6.0,2002-06-25,2002-06-26,2005-01-01,1.6,ÓLEO DIESEL,4
132,ALBGPP0UG7,UG  1P6 MW PERI-PERI                 7 AL,7.0,2002-06-25,2002-06-26,2005-01-01,1.6,ÓLEO DIESEL,4
133,ALBGPP0UG8,UG  1P6 MW PERI-PERI                 8 AL,8.0,2002-06-25,2002-06-26,2005-01-01,1.6,ÓLEO DIESEL,4
134,ALBGPP0UG9,UG  1P6 MW PERI-PERI                 9 AL,9.0,2002-06-25,2002-06-26,2005-01-01,1.6,ÓLEO DIESEL,4
135,BAUAS-0UG1,UG  100 MW APOLONIO SALES            1 BA,1.0,1977-02-28,1977-02-28,,100.0,HIDRÁULICA,5
136,BAUAS-0UG2,UG  100 MW APOLONIO SALES            2 BA,2.0,1977-02-28,1977-02-28,,100.0,HIDRÁULICA,5
137,BAUAS-0UG3,UG  100 MW APOLONIO SALES            3 BA,3.0,1977-02-28,1977-02-28,,100.0,HIDRÁULICA,5
138,BAUAS-0UG4,UG  100 MW APOLONIO SALES            4 BA,4.0,1977-02-28,1977-02-28,,100.0,HIDRÁULICA,5
139,BAUITP0UG2-,UG  154 MW ITAPEBI US                2 BA,2.0,2003-05-30,2003-06-12,,154.018,HIDRÁULICA,6
140,BAUITP0UG3-,UG  154 MW ITAPEBI US                3 BA,3.0,2003-03-11,2003-03-16,,154.048,HIDRÁULICA,6
141,BAUITP0UG1-,UG  153 MW ITAPEBI US                1 BA,1.0,2003-01-31,2003-02-05,,153.945,HIDRÁULICA,6
142,BAUSU-0UG1,UG   60 MW P. AFONSO I               1 BA,1.0,1955-01-31,1955-01-31,,60.0,HIDRÁULICA,7
143,BAUSU-0UG2,UG   60 MW P. AFONSO I               2 BA,2.0,1955-01-31,1955-01-31,,60.0,HIDRÁULICA,7
144,BAUSU-0UG3,UG   60 MW P. AFONSO I               3 BA,3.0,1955-03-31,1955-03-31,,60.0,HIDRÁULICA,7
145,BAUSD-0UG1,UG   70 MW P. AFONSO II              4 BA,4.0,1961-04-30,1961-04-30,,70.0,HIDRÁULICA,8
146,BAUSD-0UG2,UG   70 MW P. AFONSO II              5 BA,5.0,1962-01-31,1962-01-31,,70.0,HIDRÁULICA,8
147,BAUSD-0UG3,UG   75 MW P. AFONSO II              6 BA,6.0,1964-04-30,1964-04-30,,75.0,HIDRÁULICA,8
148,BAUSD-0UG4,UG   76 MW P. AFONSO II              7 BA,7.0,1967-01-31,1967-01-31,,76.0,HIDRÁULICA,8
149,BAUSD-0UG5,UG   76 MW P. AFONSO II              8 BA,8.0,1967-02-28,1967-02-28,,76.0,HIDRÁULICA,8
150,BAUSD-0UG6,UG   76 MW P. AFONSO II              9 BA,9.0,1967-04-30,1967-04-30,,76.0,HIDRÁULICA,8
151,BAUST-0UG1,UG  198 MW P. AFONSO III            10 BA,10.0,1971-04-30,1971-04-30,,198.55,HIDRÁULICA,9
152,BAUST-0UG2,UG  198 MW P. AFONSO III            11 BA,11.0,1972-02-28,1972-02-28,,198.55,HIDRÁULICA,9
153,BAUST-0UG3,UG  198 MW P. AFONSO III            12 BA,12.0,1974-02-28,1974-02-28,,198.55,HIDRÁULICA,9
154,BAUST-0UG4,UG  198 MW P. AFONSO III            13 BA,13.0,1974-03-31,1974-03-31,,198.55,HIDRÁULICA,9
155,BAUSQ-0UG1,UG  410 MW P. AFONSO IV              1 BA,1.0,1969-04-30,1969-04-30,,410.4,HIDRÁULICA,10
156,BAUSQ-0UG2,UG  410 MW P. AFONSO IV              2 BA,2.0,1980-02-28,1980-02-28,,410.4,HIDRÁULICA,10
157,BAUSQ-0UG3,UG  410 MW P. AFONSO IV              3 BA,3.0,1980-04-30,1980-04-30,,410.4,HIDRÁULICA,10
158,BAUSQ-0UG5,UG  410 MW P. AFONSO IV              5 BA,5.0,1981-04-30,1981-04-30,,410.4,HIDRÁULICA,10
159,BAUSQ-0UG6,UG  410 MW P. AFONSO IV              6 BA,6.0,1983-02-28,1983-02-28,,410.4,HIDRÁULICA,10
160,BAUSQ-0UG4,UG  410 MW P. AFONSO IV              4 BA,4.0,1981-03-31,1981-03-31,,410.4,HIDRÁULICA,10
161,BAUCV-0UG1,UG   80 MW P.DO CAVALO               1 BA,1.0,2004-10-22,2004-12-16,,80.0,HIDRÁULICA,11
162,BAUCV-0UG2,UG   80 MW P.DO CAVALO               2 BA,2.0,2004-12-14,2005-01-31,,80.0,HIDRÁULICA,11
163,BAUSB-0UG1,UG  175 MW U.SOBRADINHO              1 BA,1.0,1982-01-31,1982-01-31,,175.05,HIDRÁULICA,12
164,BAUSB-0UG2,UG  175 MW U.SOBRADINHO              2 BA,2.0,1981-04-30,1981-04-30,,175.05,HIDRÁULICA,12
165,BAUSB-0UG6,UG  175 MW U.SOBRADINHO              6 BA,6.0,1995-01-31,1995-01-31,,175.05,HIDRÁULICA,12
166,BAUSB-0UG3,UG  175 MW U.SOBRADINHO              3 BA,3.0,1981-02-28,1981-02-28,,175.05,HIDRÁULICA,12
167,BAUSB-0UG4,UG  175 MW U.SOBRADINHO              4 BA,4.0,1980-04-30,1980-04-30,,175.05,HIDRÁULICA,12
168,BAUSB-0UG5,UG  175 MW U.SOBRADINHO              5 BA,5.0,1979-04-30,1979-04-30,,175.05,HIDRÁULICA,12
169,BAUCM-0UG7,UG 18P2 MW UTE APOENA                7 BA,7.0,2009-08-26,2009-09-30,2024-01-01,18.2016,ÓLEO COMBUSTÍVEL,13
170,BAUCM-0UG8,UG 18P4 MW UTE APOENA                8 BA,8.0,2009-08-26,2009-09-30,2024-01-01,18.4243,ÓLEO COMBUSTÍVEL,13
171,BAUCM-0UG3,UG 18P4 MW UTE APOENA                3 BA,3.0,2009-08-26,2009-09-30,2024-01-01,18.4624,ÓLEO COMBUSTÍVEL,13
172,BAUCM-0UG4,UG 18P5 MW UTE APOENA                4 BA,4.0,2009-08-26,2009-09-30,2024-01-01,18.5266,ÓLEO COMBUSTÍVEL,13
173,BAUCM-0UG5,UG 18P2 MW UTE APOENA                5 BA,5.0,2009-08-26,2009-09-30,2024-01-01,18.271,ÓLEO COMBUSTÍVEL,13
174,BAUCM-0UG6,UG 18P4 MW UTE APOENA                6 BA,6.0,2009-08-26,2009-09-30,2024-01-01,18.4435,ÓLEO COMBUSTÍVEL,13
175,BAUCM-0UG1,UG 18P3 MW UTE APOENA                1 BA,1.0,2009-08-26,2009-09-30,2024-01-01,18.3521,ÓLEO COMBUSTÍVEL,13
176,BAUCM-0UG2,UG 18P4 MW UTE APOENA                2 BA,2.0,2009-08-26,2009-09-30,2024-01-01,18.4732,ÓLEO COMBUSTÍVEL,13
177,BAUTC-0UG4,UG 69P8 MW US.CAMACARI               4 BA,4.0,2003-05-05,2003-06-06,2018-10-05,69.87,MULTI-COMBUSTÍVEL GÁS/DIESEL,14
178,BAUTC-0UG5,UG 69P4 MW US.CAMACARI               5 BA,5.0,2003-02-03,2003-03-31,2018-10-05,69.407,MULTI-COMBUSTÍVEL GÁS/DIESEL,14
179,BAUTC-0UG3,UG 69P1 MW US.CAMACARI               3 BA,3.0,2003-10-01,2003-11-01,2018-10-05,69.118,MULTI-COMBUSTÍVEL GÁS/DIESEL,14
180,BAUTC-0UG1,UG 68P9 MW US.CAMACARI               1 BA,1.0,2004-10-23,2004-11-30,2018-10-05,68.912,MULTI-COMBUSTÍVEL GÁS/DIESEL,14
181,BAUTC-0UG2,UG 69P4 MW US.CAMACARI               2 BA,2.0,2004-01-24,2004-07-27,2018-10-05,69.496,MULTI-COMBUSTÍVEL GÁS/DIESEL,14
182,BAUGU-0UG2,UG 44P6 MW UTE GLOBAL I              2 BA,2.0,2010-04-24,2010-05-07,,44.64,ÓLEO COMBUSTÍVEL,15
183,BAUGU-0UG3,UG 34P7 MW UTE GLOBAL I              3 BA,3.0,2010-04-24,2010-05-07,,34.72,ÓLEO COMBUSTÍVEL,15
