id_unidade,cod_equipamento,nome_unidade,num_unidade,data_entrada_teste,data_entrada_operacao,data_desativacao,potencia_efetiva,combustivel,id_usina
3037,CEESR50UGR2,UG   21 MW SERA_SERROTE V           R2 CE,,2020-12-19,2021-01-27,,21.0,EÓLICA,878
3038,CEESR60UGR2,UG 16P8 MW SERA_SERROTE VI          R2 CE,,2021-01-29,2021-02-27,,16.8,EÓLICA,879
3039,CEESR60UGR1,UG 12P6 MW SERA_SERROTE VI          R1 CE,,2021-01-29,2021-02-27,,12.6,EÓLICA,879
3040,CEESR70UGR1,UG 12P6 MW SERA_SERROTEVII          R1 CE,,2021-03-13,2021-04-09,,12.6,EÓLICA,880
3041,CEESR70UGR2,UG 16P8 MW SERA_SERROTEVII          R2 CE,,2021-03-13,2021-04-23,,16.8,EÓLICA,880
3042,CEESR80UGR1,UG 16P8 MW SERA_SERROTVIII          R1 CE,,2021-02-05,2021-03-23,,16.8,EÓLICA,881
3043,CEESR80UGR2,UG 12P6 MW SERA_SERROTVIII          R2 CE,,2021-03-06,2021-04-06,,12.6,EÓLICA,881
3044,CEUEAG01,UG 12P6 MW TBA_TAIBA AGUIA           1 CE,1.0,2014-03-01,2014-06-19,,12.6,EÓLICA,882
3045,CEUEAG02,UG 10P5 MW TBA_TAIBA AGUIA           2 CE,2.0,2014-03-01,2014-06-19,,10.5,EÓLICA,882
3046,CEUEAD01,UG 14P7 MW TBA_TAIBA ANDOR           1 CE,1.0,2014-05-07,2014-06-19,,14.7,EÓLICA,883
3047,CEUETR0UG1,UG 13P8 MW TRA_TRAIRI                1 CE,1.0,2013-10-25,2013-11-22,,13.848,EÓLICA,884
3048,CEUETR0UG2,UG 11P5 MW TRA_TRAIRI                2 CE,2.0,2013-10-25,2013-11-22,,11.54,EÓLICA,884
3049,CEEUBA0UGR1,UG 12P6 MW PTM_UBATUBA              R1 CE,,2018-10-11,2018-12-22,,12.6,EÓLICA,885
3050,CEEVFO0UGR1,UG 13P5 MW SRO_VTFORMOSO            R5 CE,,2016-09-16,2016-10-07,,13.52,EÓLICA,886
3051,CEEVFO0UGR6,UG 11P8 MW SRO_VTFORMOSO            R6 CE,,2016-09-16,2016-10-07,,11.83,EÓLICA,886
3052,CEEVHZ0UGR1,UG  8P4 MW PTM_V HORIZONTE          R1 CE,,2018-10-11,2018-12-22,,8.4,EÓLICA,887
3053,CEEVHZ0UGR2,UG  8P4 MW PTM_V HORIZONTE          R2 CE,,2018-10-11,2018-12-22,,8.4,EÓLICA,887
3054,CEEVIT0UGR1,UG 12P9 MW SRO_VNTTIANGUA           R1 CE,,2016-09-16,2016-09-28,,12.95,EÓLICA,888
3055,CEEVIT0UGR2,UG 14P8 MW SRO_VNTTIANGUA           R2 CE,,2016-09-16,2016-09-28,,14.8,EÓLICA,888
3056,CEEVTN0UGR7,UG 13P5 MW SRO_VTTINGUANOR          R7 CE,,2016-09-16,2016-09-28,,13.52,EÓLICA,889
3057,CEEVTN0UGR8,UG 13P5 MW SRO_VTTINGUANOR          R8 CE,,2016-09-16,2016-09-28,,13.52,EÓLICA,889
3058,CEEVMC0UGR3,UG 12P9 MW SRO_VTMCHAPEU            R3 CE,,2016-09-16,2016-10-06,,12.95,EÓLICA,890
3059,CEEVMC0UGR4,UG 14P5 MW SRO_VTMCHAPEU            R4 CE,,2016-09-16,2016-10-06,,14.56,EÓLICA,890
3060,CEEVPA0UGR9,UG 14P8 MW SRO_VTPARAZINHO          R9 CE,,2016-09-16,2016-09-28,,14.8,EÓLICA,891
3061,CEEVPA0R10,UG 14P3 MW SRO_VTPARAZINHO         R10 CE,,2016-09-16,2016-09-28,,14.32,EÓLICA,891
3062,CEUEVR0UG1,UG   15 MW AUD_VOLTA RIO             1 CE,1.0,2010-01-26,2010-09-03,,15.0,EÓLICA,892
3063,CEUEVR0UG2,UG 13P5 MW AUD_VOLTA RIO             2 CE,2.0,2010-01-26,2010-09-03,,13.5,EÓLICA,892
3064,CEUEVR0UG3,UG 13P5 MW AUD_VOLTA RIO             3 CE,3.0,2010-01-26,2010-09-03,,13.5,EÓLICA,892
3065,CEFAL10UGR1,UG 17P1 MW UFAL_ALEX I              R1 CE,,2021-08-17,2021-10-30,,17.185,EÓLICA,893
3066,CEFAL10UGR2,UG 13P7 MW UFAL_ALEX I              R2 CE,,2021-08-17,2021-10-30,,13.748,EÓLICA,893
3067,CEFAL30UGR2,UG 13P7 MW UFAL_ALEX III            R4 CE,,2021-08-17,2021-10-30,,13.748,EÓLICA,894
3068,CEFAL30UGR1,UG 17P1 MW UFAL_ALEX III            R3 CE,,2021-08-17,2021-10-30,,17.185,EÓLICA,894
3069,CEFAL40UGR2,UG 13P7 MW UFAL_ALEX IV             R6 CE,,2021-08-17,2021-10-30,,13.748,EÓLICA,895
3070,CEFAL40UGR1,UG 17P1 MW UFAL_ALEX IV             R5 CE,,2021-08-17,2021-10-30,,17.185,EÓLICA,895
3071,CEFAL90UGR1,UG 17P1 MW UFAL_ALEX IX            R15 CE,,2021-08-17,2021-10-30,,17.185,EÓLICA,896
3072,CEFAL90UGR2,UG 13P7 MW UFAL_ALEX IX            R16 CE,,2021-08-17,2021-10-30,,13.748,EÓLICA,896
3073,CEFAL50UGR1,UG 17P1 MW UFAL_ALEX V              R7 CE,,2021-08-17,2021-10-30,,17.185,EÓLICA,897
3074,CEFAL50UGR2,UG 13P7 MW UFAL_ALEX V              R8 CE,,2021-08-17,2021-10-30,,13.748,EÓLICA,897
3075,CEFAL60UGR2,UG 13P7 MW UFAL_ALEX VI            R10 CE,,2021-08-17,2021-10-30,,13.748,EÓLICA,898
3076,CEFAL60UGR1,UG 17P1 MW UFAL_ALEX VI             R9 CE,,2021-08-17,2021-10-30,,17.185,EÓLICA,898
3077,CEFAL70UGR2,UG 13P7 MW UFAL_ALEX VII           R12 CE,,2021-08-17,2021-10-30,,13.748,EÓLICA,899
3078,CEFAL70UGR1,UG 17P1 MW UFAL_ALEX VII           R11 CE,,2021-08-17,2021-10-30,,17.185,EÓLICA,899
3079,CEFAL80UGR1,UG 17P1 MW UFAL_ALEX VIII          R13 CE,,2021-09-04,2021-10-30,,17.185,EÓLICA,900
3080,CEFAL80UGR2,UG 13P7 MW UFAL_ALEX VIII          R14 CE,,2021-09-04,2021-10-30,,13.748,EÓLICA,900
3081,CEFL100UGR1,UG 17P1 MW UFAL_ALEX X             R17 CE,,2021-08-17,2021-10-30,,17.185,EÓLICA,901
3082,CEFL100UGR2,UG 13P7 MW UFAL_ALEX X             R18 CE,,2021-08-17,2021-10-30,,13.748,EÓLICA,901
3083,CEFAP10UGR2,UG 15P5 MW CAL_UFV APODI 1          R2 CE,,2018-11-10,2018-11-28,,15.53,FOTOVOLTAICA,902
3084,CEFAP10UGR1,UG 17P4 MW CAL_UFV APODI 1          R1 CE,,2018-11-10,2018-11-28,,17.47,FOTOVOLTAICA,902
3085,CEFAP20UGR1,UG 17P4 MW CAL_UFV APODI 2          R1 CE,,2018-11-10,2018-11-28,,17.47,FOTOVOLTAICA,903
3086,CEFAP20UGR2,UG 15P5 MW CAL_UFV APODI 2          R2 CE,,2018-11-10,2018-11-28,,15.53,FOTOVOLTAICA,903
3087,CEFAP30UGR1,UG 17P4 MW CAL_UFV APODI 3          R1 CE,,2018-11-10,2018-11-28,,17.47,FOTOVOLTAICA,904
3088,CEFAP30UGR2,UG 15P5 MW CAL_UFV APODI 3          R2 CE,,2018-11-10,2018-11-28,,15.53,FOTOVOLTAICA,904
3089,CEFAP40UGR2,UG 15P5 MW CAL_UFV APODI 4          R2 CE,,2018-11-10,2018-11-28,,15.53,FOTOVOLTAICA,905
3090,CEFAP40UGR1,UG 17P4 MW CAL_UFV APODI 4          R1 CE,,2018-11-10,2018-11-28,,17.47,FOTOVOLTAICA,905
3091,CELAV10UGR1,UG 13P5 MW LAV_LAVRAS 1             R1 CE,,2022-06-01,2022-07-29,,13.5,FOTOVOLTAICA,906
3092,CELAV10UGR2,UG 13P5 MW LAV_LAVRAS 1             R2 CE,,2022-06-01,2022-07-29,,13.5,FOTOVOLTAICA,906
3093,CELAV20UGR1,UG 13P5 MW LAV_LAVRAS 2             R1 CE,,2022-06-01,2022-07-29,,13.5,FOTOVOLTAICA,907
3094,CELAV20UGR2,UG 13P5 MW LAV_LAVRAS 2             R2 CE,,2022-06-01,2022-07-29,,13.5,FOTOVOLTAICA,907
3095,CELAV30UGR1,UG 13P5 MW LAV_LAVRAS 3             R1 CE,,2022-06-01,2022-07-29,,13.5,FOTOVOLTAICA,908
3096,CELAV30UGR2,UG 13P5 MW LAV_LAVRAS 3             R2 CE,,2022-06-01,2022-07-29,,13.5,FOTOVOLTAICA,908
3097,CELAV40UGR1,UG 13P5 MW LAV_LAVRAS 4             R1 CE,,2022-06-01,2022-07-29,,13.5,FOTOVOLTAICA,909
3098,CELAV40UGR2,UG 13P5 MW LAV_LAVRAS 4             R2 CE,,2022-06-01,2022-07-29,,13.5,FOTOVOLTAICA,909
3099,CELAV50UGR1,UG 13P5 MW LAV_LAVRAS 5             R1 CE,,2022-06-01,2022-07-29,,13.5,FOTOVOLTAICA,910
3100,CELAV50UGR2,UG 13P5 MW LAV_LAVRAS 5             R2 CE,,2022-06-01,2022-07-29,,13.5,FOTOVOLTAICA,910
3101,CELAV60UGR1,UG 12P6 MW LAV_LAVRAS 6             R1 CE,,2022-07-12,2022-08-12,,12.6,FOTOVOLTAICA,911
3102,CELAV60UGR2,UG 12P6 MW LAV_LAVRAS 6             R2 CE,,2022-07-12,2022-08-12,,12.6,FOTOVOLTAICA,911
3103,CELAV70UGR1,UG 18P9 MW LAV_LAVRAS 7             R1 CE,,2022-07-12,2022-08-12,,18.9,FOTOVOLTAICA,912
3104,CELAV80UGR1,UG 18P9 MW LAV_LAVRAS 8             R1 CE,,2022-07-12,2022-08-12,,18.9,FOTOVOLTAICA,913
3105,CEMIL10UGL1,UG 13P1 MW AB2_MILAGRES 1           R1 CE,,2023-11-21,2023-12-19,,13.13415,FOTOVOLTAICA,914
3106,CEMIL10UGL2,UG 19P6 MW AB2_MILAGRES 1           R2 CE,,2023-11-21,2023-12-19,,19.60605,FOTOVOLTAICA,914
3107,CEMIL20UGL3,UG 13P1 MW AB2_MILAGRES 2           R1 CE,,2023-11-21,2023-12-19,,13.13415,FOTOVOLTAICA,915
3108,CEMIL20UGL4,UG 19P6 MW AB2_MILAGRES 2           R2 CE,,2023-11-21,2023-12-19,,19.60605,FOTOVOLTAICA,915
3109,CEMIL30UGL5,UG 13P1 MW AB2_MILAGRES 3           R1 CE,,2023-11-21,2023-12-20,,13.13415,FOTOVOLTAICA,916
3110,CEMIL30UGM1,UG 19P6 MW AB2_MILAGRES 3           R2 CE,,2023-11-21,2023-12-20,,19.60605,FOTOVOLTAICA,916
3111,CEMIL40UGM3,UG 19P4 MW AB2_MILAGRES 4           R2 CE,,2023-11-21,2023-12-20,,19.4157,FOTOVOLTAICA,917
3112,CEMIL40UGM2,UG 13P3 MW AB2_MILAGRES 4           R1 CE,,2023-11-21,2023-12-20,,13.3245,FOTOVOLTAICA,917
3113,CEMIL50UGM4,UG 12P9 MW AB2_MILAGRES 5           R1 CE,,2023-11-21,2023-12-20,,12.9438,FOTOVOLTAICA,918
3114,CEMIL50UGM5,UG 19P7 MW AB2_MILAGRES 5           R2 CE,,2023-11-21,2023-12-20,,19.7964,FOTOVOLTAICA,918
3115,CEPTN10UGR1,UG   18 MW PTN_PANATI 1             R1 CE,,2023-11-29,2024-01-25,,18.0,FOTOVOLTAICA,919
3116,CEPTN10UGR2,UG   12 MW PTN_PANATI 1             R2 CE,,2023-11-29,2024-01-25,,12.0,FOTOVOLTAICA,919
3117,CEPTN20UGR1,UG   18 MW PTN_PANATI 2             R1 CE,,2023-11-29,2024-01-25,,18.0,FOTOVOLTAICA,920
3118,CEPTN20UGR2,UG   12 MW PTN_PANATI 2             R2 CE,,2023-11-29,2024-01-25,,12.0,FOTOVOLTAICA,920
3119,CEPTN30UGR1,UG   18 MW PTN_PANATI 3             R1 CE,,2023-12-01,2024-01-25,,18.0,FOTOVOLTAICA,921
3120,CEPTN30UGR2,UG   12 MW PTN_PANATI 3             R2 CE,,2023-12-01,2024-01-25,,12.0,FOTOVOLTAICA,921
3121,CEPTN40UGR1,UG   18 MW PTN_PANATI 4             R1 CE,,2023-12-01,2024-01-25,,18.0,FOTOVOLTAICA,922
3122,CEPTN40UGR2,UG   12 MW PTN_PANATI 4             R2 CE,,2023-12-01,2024-01-25,,12.0,FOTOVOLTAICA,922
3123,CEPTN50UGR1,UG   18 MW PTN_PANATI 5             R1 CE,,2023-12-01,2024-01-25,,18.0,FOTOVOLTAICA,923
3124,CEPTN50UGR2,UG   12 MW PTN_PANATI 5             R2 CE,,2023-12-01,2024-01-25,,12.0,FOTOVOLTAICA,923
3125,CEPTN60UGR1,UG   18 MW PTN_PANATI 6             R1 CE,,2023-12-23,2024-02-02,,18.0,FOTOVOLTAICA,924
3126,CEPTN60UGR2,UG   12 MW PTN_PANATI 6             R2 CE,,2023-12-23,2024-02-02,,12.0,FOTOVOLTAICA,924
3127,CEFSM30UGR1,UG 27P0 MW SER_S MATO III           R1 CE,,2023-02-15,2023-05-26,,27.064,FOTOVOLTAICA,925
3128,CEFSM30UGR2,UG 20P2 MW SER_S MATO III           R2 CE,,2023-02-15,2023-05-26,,20.298,FOTOVOLTAICA,925
3129,CEFSM40UGR1,UG 27P0 MW SER_S MATO IV            R1 CE,,2023-06-15,2023-07-19,,27.064,FOTOVOLTAICA,926
3130,CEFSM40UGR2,UG 27P0 MW SER_S MATO IV            R2 CE,,2023-04-26,2023-07-06,,27.064,FOTOVOLTAICA,926
3131,CESTA10UGR2,UG 12P5 MW PTN_SITIA 1              R2 CE,,2023-12-23,2024-02-02,,12.5,FOTOVOLTAICA,927
3132,CESTA10UGR1,UG 12P5 MW PTN_SITIA 1              R1 CE,,2023-12-23,2024-02-02,,12.5,FOTOVOLTAICA,927
3133,CESTA20UGR1,UG 12P5 MW PTN_SITIA 2              R1 CE,,2023-12-23,2024-02-02,,12.5,FOTOVOLTAICA,928
3134,CESTA20UGR2,UG 12P5 MW PTN_SITIA 2              R2 CE,,2023-12-23,2024-02-02,,12.5,FOTOVOLTAICA,928
3135,CEFSF10UG1,UG 13P5 MW SDF_SOL FUTUR 1           3 CE,3.0,2019-02-15,2019-03-02,,13.5,FOTOVOLTAICA,929
3136,CEFSF10UG2,UG 13P5 MW SDF_SOL FUTUR 1           2 CE,2.0,2019-02-15,2019-03-02,,13.5,FOTOVOLTAICA,929
3137,CEFSF20UG2,UG 13P5 MW SDF_SOL FUTUR 2           1 CE,1.0,2019-02-15,2019-03-02,,13.5,FOTOVOLTAICA,930
3138,CEFSF20UG1,UG 13P5 MW SDF_SOL FUTUR 2           4 CE,4.0,2019-02-15,2019-03-02,,13.5,FOTOVOLTAICA,930
3139,CEFSF30UG2,UG 13P5 MW SDF_SOL FUTUR 3           6 CE,6.0,2019-02-15,2019-03-02,,13.5,FOTOVOLTAICA,931
3140,CEFSF30UG1,UG 13P5 MW SDF_SOL FUTUR 3           5 CE,5.0,2019-02-15,2019-03-02,,13.5,FOTOVOLTAICA,931
3141,PBCN2-0UGR1,UG 10P3 MW CHN_CANOAS 2             R1 PB,,2021-11-30,2021-12-31,,10.395,EÓLICA,932
3142,PBCN2-0UGR2,UG 13P8 MW CHN_CANOAS 2             R2 PB,,2021-11-17,2021-12-31,,13.86,EÓLICA,932
3143,PBCN2-0UGR3,UG 10P3 MW CHN_CANOAS 2             R3 PB,,2021-11-17,2021-12-31,,10.395,EÓLICA,932
3144,PBCN3-0UGR1,UG 6P93 MW CHN_CANOAS 3             R1 PB,,2021-12-15,2021-12-31,,6.93,EÓLICA,933
3145,PBCN3-0UGR2,UG 10P3 MW CHN_CANOAS 3             R2 PB,,2021-12-15,2021-12-31,,10.395,EÓLICA,933
3146,PBCN3-0UGR3,UG 6P93 MW CHN_CANOAS 3             R3 PB,,2021-12-10,2021-12-31,,6.93,EÓLICA,933
3147,PBCN3-0UGR4,UG 10P3 MW CHN_CANOAS 3             R4 PB,,2021-11-30,2021-12-31,,10.395,EÓLICA,933
3148,PBCN4-0UGR1,UG 6P93 MW CHN_CANOAS 4             R1 PB,,2021-12-03,2021-12-31,,6.93,EÓLICA,934
3149,PBCN4-0UGR2,UG 13P8 MW CHN_CANOAS 4             R2 PB,,2021-12-03,2021-12-31,,13.86,EÓLICA,934
3150,PBCN4-0UGR3,UG 13P8 MW CHN_CANOAS 4             R3 PB,,2021-12-09,2021-12-31,,13.86,EÓLICA,934
3151,PBCH1-0UGR1,UG 13P8 MW CHSD_CHAFARIZ 1          R1 PB,,2021-06-25,2021-08-13,,13.86,EÓLICA,935
3152,PBCH1-0UGR2,UG 13P8 MW CHSD_CHAFARIZ 1          R2 PB,,2021-06-25,2021-08-13,,13.86,EÓLICA,935
3153,PBCH1-0UGR3,UG 6P93 MW CHSD_CHAFARIZ 1          R3 PB,,2021-06-25,2021-08-13,,6.93,EÓLICA,935
3154,PBCH2-0UGR1,UG 17P3 MW CHSD_CHAFARIZ 2          R1 PB,,2021-07-10,2021-09-15,,17.325,EÓLICA,936
3155,PBCH2-0UGR2,UG 17P3 MW CHSD_CHAFARIZ 2          R2 PB,,2021-07-10,2021-09-15,,17.325,EÓLICA,936
3156,PBCH3-0UGR1,UG 13P8 MW CHSD_CHAFARIZ 3          R1 PB,,2021-07-14,2021-09-25,,13.86,EÓLICA,937
3157,PBCH3-0UGR2,UG 10P3 MW CHSD_CHAFARIZ 3          R2 PB,,2021-07-14,2022-01-19,,10.395,EÓLICA,937
3158,PBCH3-0UGR3,UG 10P3 MW CHSD_CHAFARIZ 3          R3 PB,,2021-07-14,2021-09-25,,10.395,EÓLICA,937
3159,PBCH4-0UGR1,UG 6P93 MW CHS_CHAFARIZ 4           R1 PB,,2021-08-31,2021-12-02,,6.93,EÓLICA,938
3160,PBCH4-0UGR2,UG 10P3 MW CHS_CHAFARIZ 4           R2 PB,,2021-09-15,2021-11-20,,10.395,EÓLICA,938
3161,PBCH4-0UGR3,UG 10P3 MW CHS_CHAFARIZ 4           R3 PB,,2021-09-15,2021-10-21,,10.395,EÓLICA,938
3162,PBCH4-0UGR4,UG 6P93 MW CHS_CHAFARIZ 4           R4 PB,,2021-09-15,2021-10-21,,6.93,EÓLICA,938
3163,PBCH5-0UGR1,UG 17P3 MW CHS_CHAFARIZ 5           R1 PB,,2021-07-22,2021-09-25,,17.325,EÓLICA,939
3164,PBCH5-0UGR2,UG 17P3 MW CHS_CHAFARIZ 5           R2 PB,,2021-07-22,2021-09-25,,17.325,EÓLICA,939
3165,PBCH6-0UGR1,UG 13P8 MW CHSD_CHAFARIZ 6          R1 PB,,2021-06-25,2021-08-23,,13.86,EÓLICA,940
3166,PBCH6-0UGR2,UG 17P3 MW CHSD_CHAFARIZ 6          R2 PB,,2021-06-25,2021-08-23,,17.325,EÓLICA,940
3167,PBCH7-0UGR4,UG 10P3 MW CHSD_CHAFARIZ 7          R4 PB,,2021-06-25,2021-07-29,,10.395,EÓLICA,941
3168,PBCH7-0UGR2,UG 10P3 MW CHSD_CHAFARIZ 7          R2 PB,,2021-06-25,2021-07-29,,10.395,EÓLICA,941
3169,PBCH7-0UGR3,UG 6P93 MW CHSD_CHAFARIZ 7          R3 PB,,2021-06-25,2021-07-29,,6.93,EÓLICA,941
3170,PBCH7-0UGR1,UG 6P93 MW CHSD_CHAFARIZ 7          R1 PB,,2021-06-25,2021-07-29,,6.93,EÓLICA,941
3171,PBLG3-0UGR1,UG 6P93 MW CHN_LAGOA 3              R1 PB,,2021-10-27,2021-12-18,,6.93,EÓLICA,942
3172,PBLG3-0UGR2,UG 13P8 MW CHN_LAGOA 3              R2 PB,,2021-10-27,2021-12-18,,13.86,EÓLICA,942
3173,PBLG3-0UGR3,UG 13P8 MW CHN_LAGOA 3              R3 PB,,2021-11-05,2021-12-18,,13.86,EÓLICA,942
3174,PBLG4-0UGR1,UG 13P8 MW CHN_LAGOA 4              R1 PB,,2021-10-22,2021-12-03,,13.86,EÓLICA,943
3175,PBLG4-0UGR2,UG 6P93 MW CHN_LAGOA 4              R2 PB,,2021-11-17,2021-12-30,,6.93,EÓLICA,943
3176,PBSS020UGR1,UG 16P5 MW CSDS_SERIDO_2            R1 PB,,2023-04-26,2023-07-01,,16.5,EÓLICA,944
3177,PBSS030UGR,UG   22 MW CSDS_SERIDO_3            R1 PB,,2023-02-10,2023-04-06,,22.0,EÓLICA,945
3178,PBSS030UGR2,UG   22 MW CSDS_SERIDO_3            R2 PB,,2023-03-09,2023-04-27,,22.0,EÓLICA,945
3179,PBSS040UGR,UG   22 MW CSDS_SERIDO_4            R1 PB,,2023-05-23,2023-07-05,,22.0,EÓLICA,946
3180,PBSS040UGR2,UG   22 MW CSDS_SERIDO_4            R2 PB,,2023-05-30,2023-07-06,,22.0,EÓLICA,946
3181,PBSS090UGR1,UG   22 MW CSDS_SERIDO_9            R1 PB,,2022-12-27,2023-02-24,,22.0,EÓLICA,947
3182,PBSS090UGR2,UG 27P5 MW CSDS_SERIDO_9            R2 PB,,2023-01-17,2023-02-24,,27.5,EÓLICA,947
3183,PBSS060UGR1,UG   33 MW CSDS_SERIDO_6            R1 PB,,2022-11-17,2022-12-27,,33.0,EÓLICA,948
3184,PBSS060UGR2,UG   11 MW CSDS_SERIDO_6            R2 PB,,2023-02-10,2023-03-15,,11.0,EÓLICA,948
3185,PBSS070UGR1,UG   22 MW CSDS_SERIDO_7            R1 PB,,2023-05-11,2023-07-05,,22.0,EÓLICA,949
3186,PBSS070UGR2,UG   22 MW CSDS_SERIDO_7            R2 PB,,2023-06-21,2023-07-25,,22.0,EÓLICA,949
3187,PBSS100UGR3,UG 17P4 MW CSDS_SERIDO_10           R3 PB,,2024-05-16,2024-06-18,,17.4,EÓLICA,950
3188,PBSS100UGR4,UG 17P4 MW CSDS_SERIDO_10           R4 PB,,2024-05-16,2024-06-15,,17.4,EÓLICA,950
3189,PBSS110UG12,UG 11P6 MW CSDS_SERIDO_11          R12 PB,,2023-09-01,2023-11-24,,11.6,EÓLICA,951
3190,PBSS110UG14,UG 17P4 MW CSDS_SERIDO_11          R14 PB,,2023-09-01,2023-11-24,,17.4,EÓLICA,951
3191,PBSS110UGR9,UG 17P4 MW CSDS_SERIDO_11           R9 PB,,2023-09-01,2023-11-24,,17.4,EÓLICA,951
3192,PBSS120UG10,UG 23P2 MW CSDS_SERIDO_12          R10 PB,,2023-09-26,2023-11-24,,23.2,EÓLICA,952
3193,PBSS140UG11,UG 17P4 MW CSDS_SERIDO_14          R11 PB,,2023-08-05,2023-11-09,,17.4,EÓLICA,953
3194,PBSS140UG13,UG 17P4 MW CSDS_SERIDO_14          R13 PB,,2023-09-02,2023-11-09,,17.4,EÓLICA,953
3195,PBSS160UGR5,UG 17P4 MW CSDS_SERIDO_16           R5 PB,,2024-05-16,2024-06-12,,17.4,EÓLICA,954
3196,PBSS160UGR6,UG 17P4 MW CSDS_SERIDO_16           R6 PB,,2024-05-16,2024-06-12,,17.4,EÓLICA,954
3197,PBSS160UGR7,UG 11P6 MW CSDS_SERIDO_16           R7 PB,,2024-05-16,2024-06-12,,11.6,EÓLICA,954
3198,PBSS170UGR1,UG 17P4 MW CSDS_SERIDO_17           R1 PB,,2024-05-16,2024-06-12,,17.4,EÓLICA,955
3199,PBSS170UGR2,UG 17P4 MW CSDS_SERIDO_17           R2 PB,,2024-05-16,2024-06-18,,17.4,EÓLICA,955
3200,PBVA1-0UGG1,UG 10P3 MW CHS_VT ARAPUA 1          R1 PB,,2021-10-16,2021-11-20,,10.395,EÓLICA,956
3201,PBVA1-0UGR2,UG 13P8 MW CHS_VT ARAPUA 1          R2 PB,,2021-09-30,2021-11-11,,13.86,EÓLICA,956
3202,PBVA2-0UGR1,UG 10P3 MW CHS_VT ARAPUA 2          R1 PB,,2021-09-30,2021-11-11,,10.395,EÓLICA,957
3203,PBVA2-0UGR2,UG 10P3 MW CHS_VT ARAPUA 2          R2 PB,,2021-09-30,2021-11-11,,10.395,EÓLICA,957
3204,PBVA2-0UGR3,UG 13P8 MW CHS_VT ARAPUA 2          R3 PB,,2021-10-05,2021-11-11,,13.86,EÓLICA,957
3205,PBVA3-0UGR1,UG 13P8 MW CHS_VT ARAPUA 3          R1 PB,,2021-10-09,2021-11-11,,13.86,EÓLICA,958
3206,PBFCM10UGR1,UG 13P5 MW RAL_COREMAS I            R1 PB,,2018-10-02,2019-02-01,,13.5,FOTOVOLTAICA,959
3207,PBFCM10UGR2,UG 13P5 MW RAL_COREMAS I            R2 PB,,2018-10-02,2019-02-01,,13.5,FOTOVOLTAICA,959
3208,PBFCM20UGR1,UG 13P5 MW RAL_COREMAS II           R1 PB,,2018-05-19,2018-10-16,,13.5,FOTOVOLTAICA,960
3209,PBFCM20UGR2,UG 13P5 MW RAL_COREMAS II           R2 PB,,2018-05-19,2018-10-16,,13.5,FOTOVOLTAICA,960
3210,PBFCM30UGR1,UG   15 MW RAL_COREMAS III          R1 PB,,2020-08-21,2020-11-17,,15.0,FOTOVOLTAICA,961
3211,PBFCM30UGR2,UG   12 MW RAL_COREMAS III          R2 PB,,2020-08-21,2020-11-17,,12.0,FOTOVOLTAICA,961
3212,PBFCM40UGR1,UG   27 MW RAL_COREMAS IV           R1 PB,,2022-05-20,2022-09-02,,27.0,FOTOVOLTAICA,962
3213,PBFCM50UGR1,UG   27 MW RAL_COREMAS V            R1 PB,,2022-03-30,2022-08-24,,27.0,FOTOVOLTAICA,963
3214,PBFCM60UGR1,UG   27 MW RAL_COREMAS VI           R1 PB,,2022-06-25,2022-09-09,,27.0,FOTOVOLTAICA,964
3215,PBFCM70UGR1,UG   27 MW RAL_COREMAS VII          R1 PB,,2022-02-26,2022-05-26,,27.0,FOTOVOLTAICA,965
3216,PBFCM80UGR1,UG   27 MW RAL_COREMS VIII          R1 PB,,2022-06-24,2022-08-30,,27.0,FOTOVOLTAICA,966
3217,PBLZ2-0UGR2,UG 19P6 MW LZA_LUZIA 2              R2 PB,,2022-08-31,2022-09-29,,19.644,FOTOVOLTAICA,967
3218,PBLZ2-0UGR3,UG 19P6 MW LZA_LUZIA 2              R3 PB,,2022-07-15,2022-09-16,,19.65,FOTOVOLTAICA,967
3219,PBLZ2-0R1,UG 19P6 MW LZA_LUZIA 2              R1 PB,,2022-08-31,2022-10-12,,19.644,FOTOVOLTAICA,967
3220,PBLZ3-0R1,UG 19P6 MW LZA_LUZIA 3              R1 PB,,2022-08-16,2022-09-07,,19.65,FOTOVOLTAICA,968
3221,PBLZ3-0UGR2,UG 19P6 MW LZA_LUZIA 3              R2 PB,,2022-05-27,2022-07-06,,19.65,FOTOVOLTAICA,968
3222,PBLZ3-0UGR3,UG 19P6 MW LZA_LUZIA 3              R3 PB,,2022-06-22,2022-08-11,,19.65,FOTOVOLTAICA,968
3223,PBSL010UGR1,UG 17P8 MW RALD_S LUZIA 01          R1 PB,,2024-08-20,2024-09-11,,17.857,FOTOVOLTAICA,969
3224,PBSL010UGR2,UG 14P2 MW RALD_S LUZIA 01          R2 PB,,2024-08-20,2024-09-11,,14.286,FOTOVOLTAICA,969
3225,PBSL010UGR3,UG 17P8 MW RALD_S LUZIA 01          R3 PB,,2024-08-20,2024-09-11,,17.857,FOTOVOLTAICA,969
3226,PBSL040UGR3,UG 17P8 MW RALD_S LUZIA 04          R3 PB,,2024-02-28,2024-04-02,,17.886,FOTOVOLTAICA,970
3227,PBSL040UGR2,UG 14P2 MW RALD_S LUZIA 04          R2 PB,,2024-02-28,2024-04-02,,14.228,FOTOVOLTAICA,970
