id_usina,nome_usina,ceg,tipo_usina,modalidade_operacao,agente_proprietario,estado_nome,cod_estado,subsistema_nome,cod_subsistema,cod_pais
462,CAMPO LARGO XII,EOL.CV.BA.034623-3.01,EOLIELÉTRICA,TIPO II-C,CLWP EÓLICA XII,BAHIA,BA,NORDESTE,NE,BRA
463,CAMPO LARGO XIII,EOL.CV.BA.034622-5.01,EOLIELÉTRICA,TIPO II-C,CLWP EÓLICA XIII,BAHIA,BA,NORDESTE,NE,BRA
464,CAMPO LARGO XIV,EOL.CV.BA.034634-9.01,EOLIELÉTRICA,TIPO II-C,CLWP EÓLICA XIV,BAHIA,BA,NORDESTE,NE,BRA
465,CAMPO LARGO XIX,EOL.CV.BA.034645-4.01,EOLIELÉTRICA,TIPO II-C,CLWP EÓLICA XIX,BAHIA,BA,NORDESTE,NE,BRA
466,CAMPO LARGO XV,EOL.CV.BA.034636-5.01,EOLIELÉTRICA,TIPO II-C,CLWP EOLICA XV,BAHIA,BA,NORDESTE,NE,BRA
467,CAMPO LARGO XVI,EOL.CV.BA.034637-3.01,EOLIELÉTRICA,TIPO II-C,CLWP EÓLICA XVI,BAHIA,BA,NORDESTE,NE,BRA
468,CAMPO LARGO XVII,EOL.CV.BA.034638-1.01,EOLIELÉTRICA,TIPO II-C,CLWP EÓLICA XVII,BAHIA,BA,NORDESTE,NE,BRA
469,CAMPO LARGO XVIII,EOL.CV.BA.034643-8.01,EOLIELÉTRICA,TIPO II-C,CLWP EÓLICA XVIII,BAHIA,BA,NORDESTE,NE,BRA
470,CAMPO LARGO XX,EOL.CV.BA.034647-0.01,EOLIELÉTRICA,TIPO II-C,CLWP EÓLICA XX,BAHIA,BA,NORDESTE,NE,BRA
471,CAMPO LARGO XXI,EOL.CV.BA.033633-5.01,EOLIELÉTRICA,TIPO II-C,CLWP EÓLICA XXI,BAHIA,BA,NORDESTE,NE,BRA
472,CAMPO LARGO XXII,EOL.CV.BA.034648-9.01,EOLIELÉTRICA,TIPO II-C,CLWP EÓLICA XXII,BAHIA,BA,NORDESTE,NE,BRA
473,CANDIBA,EOL.CV.BA.030316-0.01,EOLIELÉTRICA,TIPO II-C,CANDIBA,BAHIA,BA,NORDESTE,NE,BRA
474,CANUDOS I,EOL.CV.BA.046757-0.01,EOLIELÉTRICA,TIPO II-C,EÓLICA CANUDOS III,BAHIA,BA,NORDESTE,NE,BRA
475,CANUDOS II,EOL.CV.BA.046758-8.01,EOLIELÉTRICA,TIPO II-C,EÓLICA CANUDOS II,BAHIA,BA,NORDESTE,NE,BRA
476,CAPOEIRAS III,EOL.CV.BA.032344-6.01,EOLIELÉTRICA,TIPO II-C,CAPOEIRAS III,BAHIA,BA,NORDESTE,NE,BRA
477,CARCARÁ,EOL.CV.BA.031447-1.01,EOLIELÉTRICA,TIPO II-C,CARCARA ENERGIA,BAHIA,BA,NORDESTE,NE,BRA
478,CASA NOVA A,EOL.CV.BA.037209-9.01,EOLIELÉTRICA,TIPO II-C,CHESF,BAHIA,BA,NORDESTE,NE,BRA
479,CASA NOVA II,EOL.CV.BA.031519-2.01,EOLIELÉTRICA,TIPO II-C,CHESF,BAHIA,BA,NORDESTE,NE,BRA
480,CASA NOVA III,EOL.CV.BA.031524-9.01,EOLIELÉTRICA,TIPO II-C,CHESF,BAHIA,BA,NORDESTE,NE,BRA
481,CEDRO,EOL.CV.BA.032098-6.01,EOLIELÉTRICA,TIPO II-C,CEDRO,BAHIA,BA,NORDESTE,NE,BRA
482,COQUEIRINHO,EOL.CV.BA.030738-6.01,EOLIELÉTRICA,TIPO II-C,EOL COQUEIRINHO,BAHIA,BA,NORDESTE,NE,BRA
483,COQUEIRINHO 2,EOL.CV.BA.031518-4.01,EOLIELÉTRICA,TIPO II-C,COQUEIRINHO 2,BAHIA,BA,NORDESTE,NE,BRA
484,CORRUPIÃO,EOL.CV.BA.030752-1.01,EOLIELÉTRICA,TIPO II-C,EOL CORRUPIÃO,BAHIA,BA,NORDESTE,NE,BRA
485,CORRUPIÃO 3,EOL.CV.BA.031458-7.01,EOLIELÉTRICA,TIPO II-C,CORRUPIAO 3 ENERGIA,BAHIA,BA,NORDESTE,NE,BRA
486,CORRUPIÃO II,EOL.CV.BA.037019-3.01,EOLIELÉTRICA,TIPO II-C,EOL PINDAÍ II,BAHIA,BA,NORDESTE,NE,BRA
487,CRISTAL,EOL.CV.BA.030727-0.01,EOLIELÉTRICA,TIPO II-C,CRISTAL,BAHIA,BA,NORDESTE,NE,BRA
488,CRISTALÂNDIA I,EOL.CV.BA.032081-1.01,EOLIELÉTRICA,TIPO II-C,CRISTALANDIA I,BAHIA,BA,NORDESTE,NE,BRA
489,CRISTALÂNDIA II,EOL.CV.BA.032082-0.01,EOLIELÉTRICA,TIPO II-C,CRISTALANDIA II,BAHIA,BA,NORDESTE,NE,BRA
490,CRISTALÂNDIA III,EOL.CV.BA.032083-8.01,EOLIELÉTRICA,TIPO II-C,CRISTALANDIA II,BAHIA,BA,NORDESTE,NE,BRA
491,CURRAL DE PEDRAS I,EOL.CV.BA.032345-4.01,EOLIELÉTRICA,TIPO II-C,CURRAL DE PEDRAS I,BAHIA,BA,NORDESTE,NE,BRA
492,CURRAL DE PEDRAS II,EOL.CV.BA.032346-2.01,EOLIELÉTRICA,TIPO II-C,CURRAL DE PEDRAS II,BAHIA,BA,NORDESTE,NE,BRA
493,DA PRATA,EOL.CV.BA.030490-5.01,EOLIELÉTRICA,TIPO II-C,EOL DA PRATA,BAHIA,BA,NORDESTE,NE,BRA
494,DAMASCENA,EOL.CV.BA.031338-6.01,EOLIELÉTRICA,TIPO II-C,DAMASCENA,BAHIA,BA,NORDESTE,NE,BRA
495,DELFINA I,EOL.CV.BA.032357-8.01,EOLIELÉTRICA,TIPO II-C,EOL DELFINA A,BAHIA,BA,NORDESTE,NE,BRA
496,DELFINA II,EOL.CV.BA.032358-6.01,EOLIELÉTRICA,TIPO II-C,EOL DELFINA A,BAHIA,BA,NORDESTE,NE,BRA
497,DELFINA III,EOL.CV.BA.032521-0.01,EOLIELÉTRICA,TIPO II-C,EOL DELFINA B,BAHIA,BA,NORDESTE,NE,BRA
498,DELFINA IV,EOL.CV.BA.032522-8.01,EOLIELÉTRICA,TIPO II-C,EOL DELFINA C,BAHIA,BA,NORDESTE,NE,BRA
499,DELFINA V,EOL.CV.BA.032359-4.01,EOLIELÉTRICA,TIPO II-C,EOL DELFINA A,BAHIA,BA,NORDESTE,NE,BRA
500,DELFINA VI,EOL.CV.BA.032523-6.01,EOLIELÉTRICA,TIPO II-C,EOL DELFINA D,BAHIA,BA,NORDESTE,NE,BRA
501,DELFINA VII,EOL.CV.BA.032524-4.01,EOLIELÉTRICA,TIPO II-C,EOL DELFINA E,BAHIA,BA,NORDESTE,NE,BRA
502,DIAMANTE II,EOL.CV.BA.032347-0.01,EOLIELÉTRICA,TIPO II-C,DIAMANTE II,BAHIA,BA,NORDESTE,NE,BRA
503,DIAMANTE III,EOL.CV.BA.032348-9.01,EOLIELÉTRICA,TIPO II-C,DIAMANTE III,BAHIA,BA,NORDESTE,NE,BRA
504,DOIS RIACHOS,EOL.CV.BA.031121-9.01,EOLIELÉTRICA,TIPO II-C,DOIS RIACHOS,BAHIA,BA,NORDESTE,NE,BRA
505,DOS ARAÇÁS,EOL.CV.BA.030495-6.01,EOLIELÉTRICA,TIPO II-C,EOL DOS ARAÇAS,BAHIA,BA,NORDESTE,NE,BRA
506,DOURADOS,EOL.CV.BA.030778-5.01,EOLIELÉTRICA,TIPO II-C,EOL DOURADOS,BAHIA,BA,NORDESTE,NE,BRA
507,EMILIANA,EOL.CV.BA.030807-2.01,EOLIELÉTRICA,TIPO II-C,EOL EMILIANA,BAHIA,BA,NORDESTE,NE,BRA
508,ESPERANÇA,EOL.CV.BA.031355-6.01,EOLIELÉTRICA,TIPO II-C,ESPERANÇA,BAHIA,BA,NORDESTE,NE,BRA
509,ESPIGÃO,EOL.CV.BA.030803-0.01,EOLIELÉTRICA,TIPO II-C,EOL ESPIGÃO,BAHIA,BA,NORDESTE,NE,BRA
510,FACHEIO,EOL.CV.BA.032101-0.01,EOLIELÉTRICA,TIPO II-C,FACHEIO,BAHIA,BA,NORDESTE,NE,BRA
511,FOLHA DE SERRA,EOL.CV.BA.031407-2.01,EOLIELÉTRICA,TIPO II-C,FOLHA DA SERRA,BAHIA,BA,NORDESTE,NE,BRA
512,GUANAMBI,EOL.CV.BA.030328-3.01,EOLIELÉTRICA,TIPO II-C,GUANAMBI,BAHIA,BA,NORDESTE,NE,BRA
513,GUIRAPÁ,EOL.CV.BA.030342-9.01,EOLIELÉTRICA,TIPO II-C,GUIRAPÁ,BAHIA,BA,NORDESTE,NE,BRA
514,IGAPORÃ,EOL.CV.BA.030321-6.01,EOLIELÉTRICA,TIPO II-C,IGAPORÃ,BAHIA,BA,NORDESTE,NE,BRA
515,ILHÉUS,EOL.CV.BA.030315-1.01,EOLIELÉTRICA,TIPO II-C,ILHEUS,BAHIA,BA,NORDESTE,NE,BRA
516,IMBURANA MACHO,EOL.CV.BA.032102-8.01,EOLIELÉTRICA,TIPO II-C,IMBURANA MACHO,BAHIA,BA,NORDESTE,NE,BRA
517,INHAMBU,EOL.CV.BA.030751-3.01,EOLIELÉTRICA,TIPO II-C,EOL INHAMBU,BAHIA,BA,NORDESTE,NE,BRA
518,INHAMBÚ 2,EOL.CV.BA.032487-6.01,EOLIELÉTRICA,TIPO II-C,EOL PINDAÍ I,BAHIA,BA,NORDESTE,NE,BRA
519,JABUTICABA,EOL.CV.BA.031405-6.01,EOLIELÉTRICA,TIPO II-C,JABUTICABA,BAHIA,BA,NORDESTE,NE,BRA
520,JACARANDÁ DO CERRADO,EOL.CV.BA.031408-0.01,EOLIELÉTRICA,TIPO II-C,JACARANDÁ DO SERRADO,BAHIA,BA,NORDESTE,NE,BRA
521,JATAÍ,EOL.CV.BA.032104-4.01,EOLIELÉTRICA,TIPO II-C,J11,BAHIA,BA,NORDESTE,NE,BRA
522,JOANA,EOL.CV.BA.030801-3.01,EOLIELÉTRICA,TIPO II-C,EOL JOANA,BAHIA,BA,NORDESTE,NE,BRA
523,JUAZEIRO,EOL.CV.BA.032106-0.01,EOLIELÉTRICA,TIPO II-C,JUAZEIRO,BAHIA,BA,NORDESTE,NE,BRA
524,LARANJEIRAS I,EOL.CV.BA.032349-7.01,EOLIELÉTRICA,TIPO II-C,LARANJEIRAS I,BAHIA,BA,NORDESTE,NE,BRA
525,LARANJEIRAS II,EOL.CV.BA.032350-0.01,EOLIELÉTRICA,TIPO II-C,LARANJEIRAS II,BAHIA,BA,NORDESTE,NE,BRA
526,LARANJEIRAS III,EOL.CV.BA.033626-2.01,EOLIELÉTRICA,TIPO II-C,LARANJEIRAS III,BAHIA,BA,NORDESTE,NE,BRA
527,LARANJEIRAS IX,EOL.CV.BA.033627-0.01,EOLIELÉTRICA,TIPO II-C,LARANJEIRAS III,BAHIA,BA,NORDESTE,NE,BRA
528,LARANJEIRAS V,EOL.CV.BA.032351-9.01,EOLIELÉTRICA,TIPO II-C,LARANJEIRAS V,BAHIA,BA,NORDESTE,NE,BRA
529,LICÍNIO DE ALMEIDA,EOL.CV.BA.030317-8.01,EOLIELÉTRICA,TIPO II-C,LICÍNIO DE ALMEIDA,BAHIA,BA,NORDESTE,NE,BRA
530,MACAÚBAS,EOL.CV.BA.030283-0.01,EOLIELÉTRICA,TIPO II-C,MACAUBAS,BAHIA,BA,NORDESTE,NE,BRA
531,MANIÇOBA,EOL.CV.BA.031337-8.01,EOLIELÉTRICA,TIPO II-C,EOL MANIÇOBA,BAHIA,BA,NORDESTE,NE,BRA
532,MANINEIRO,EOL.CV.BA.032245-8.01,EOLIELÉTRICA,TIPO II-C,MANINEIRO,BAHIA,BA,NORDESTE,NE,BRA
533,MARON,EOL.CV.BA.030768-8.01,EOLIELÉTRICA,TIPO II-C,EOL MARON,BAHIA,BA,NORDESTE,NE,BRA
534,MORRÃO,EOL.CV.BA.030506-5.01,EOLIELÉTRICA,TIPO II-C,EOL MORRÃO,BAHIA,BA,NORDESTE,NE,BRA
535,MORRO 1,EOL.CV.BA.050844-6.01,EOLIELÉTRICA,TIPO II-C,MORRO 1,BAHIA,BA,NORDESTE,NE,BRA
536,MORRO 2,EOL.CV.BA.050845-4.01,EOLIELÉTRICA,TIPO II-C,MORRO 2,BAHIA,BA,NORDESTE,NE,BRA
537,MORRO BRANCO I,EOL.CV.BA.031336-0.01,EOLIELÉTRICA,TIPO II-C,MORRO BRANCO I,BAHIA,BA,NORDESTE,NE,BRA
538,MORRO BRANCO II,EOL.CV.BA.032417-5.01,EOLIELÉTRICA,TIPO II-C,MORRO BRANCO II,BAHIA,BA,NORDESTE,NE,BRA
539,MULUNGU,EOL.CV.BA.032362-4.01,EOLIELÉTRICA,TIPO II-C,UNHA DANTA,BAHIA,BA,NORDESTE,NE,BRA
540,MUSSAMBÊ,EOL.CV.BA.031352-1.01,EOLIELÉTRICA,TIPO II-C,MUSSAMBE,BAHIA,BA,NORDESTE,NE,BRA
541,NOSSA SENHORA DA CONCEIÇÃO,EOL.CV.BA.030318-6.01,EOLIELÉTRICA,TIPO II-C,N S DA CONCEIÇÃO,BAHIA,BA,NORDESTE,NE,BRA
542,NOVO HORIZONTE,EOL.CV.BA.030305-4.01,EOLIELÉTRICA,TIPO II-C,NOVO HORIZONTE,BAHIA,BA,NORDESTE,NE,BRA
543,OITIS 21,EOL.CV.BA.044360-3.01,EOLIELÉTRICA,TIPO II-C,OITIS 21,BAHIA,BA,NORDESTE,NE,BRA
544,OITIS 22,EOL.CV.BA.044361-1.01,EOLIELÉTRICA,TIPO II-C,OITIS 22,BAHIA,BA,NORDESTE,NE,BRA
545,PAJEÚ DO VENTO,EOL.CV.BA.030319-4.01,EOLIELÉTRICA,TIPO II-C,PAJEÚ,BAHIA,BA,NORDESTE,NE,BRA
546,PAPAGAIO,EOL.CV.BA.031511-7.01,EOLIELÉTRICA,TIPO II-C,PAPAGAIO ENERGIA,BAHIA,BA,NORDESTE,NE,BRA
547,PAU D'ÁGUA,EOL.CV.BA.032246-6.01,EOLIELÉTRICA,TIPO II-C,PAU D’ÁGUA,BAHIA,BA,NORDESTE,NE,BRA
548,PAU SANTO,EOL.CV.BA.032363-2.01,EOLIELÉTRICA,TIPO II-C,UNHA DANTA,BAHIA,BA,NORDESTE,NE,BRA
549,PEDRA BRANCA,EOL.CV.BA.030443-3.01,EOLIELÉTRICA,TIPO II-C,PEDRA BRANCA,BAHIA,BA,NORDESTE,NE,BRA
550,PEDRA PINTADA I,EOL.CV.BA.049142-0.01,EOLIELÉTRICA,TIPO II-C,PEDRA PINTADA A,BAHIA,BA,NORDESTE,NE,BRA
551,PEDRA PINTADA II,EOL.CV.BA.049143-8.01,EOLIELÉTRICA,TIPO II-C,PEDRA PINTADA B,BAHIA,BA,NORDESTE,NE,BRA
552,PEDRA PINTADA III,EOL.CV.BA.049144-6.01,EOLIELÉTRICA,TIPO II-C,PEDRA PINTADA C,BAHIA,BA,NORDESTE,NE,BRA
553,PEDRA PINTADA IV,EOL.CV.BA.049145-4.01,EOLIELÉTRICA,TIPO II-C,PEDRA PINTADA D,BAHIA,BA,NORDESTE,NE,BRA
554,PELOURINHO,EOL.CV.BA.030793-9.01,EOLIELÉTRICA,TIPO II-C,EOL PELOURINHO,BAHIA,BA,NORDESTE,NE,BRA
555,PILÕES,EOL.CV.BA.030776-9.01,EOLIELÉTRICA,TIPO II-C,EOL PILÕES,BAHIA,BA,NORDESTE,NE,BRA
556,PINDAÍ,EOL.CV.BA.030324-0.01,EOLIELÉTRICA,TIPO II-C,PINDAÍ,BAHIA,BA,NORDESTE,NE,BRA
557,PLANALTINA,EOL.CV.BA.030322-4.01,EOLIELÉTRICA,TIPO II-C,PLANALTINA,BAHIA,BA,NORDESTE,NE,BRA
558,PORTO SEGURO,EOL.CV.BA.030323-2.01,EOLIELÉTRICA,TIPO II-C,PORTO SEGURO,BAHIA,BA,NORDESTE,NE,BRA
559,PRIMAVERA,EOL.CV.BA.030726-2.01,EOLIELÉTRICA,TIPO II-C,PRIMAVERA,BAHIA,BA,NORDESTE,NE,BRA
560,QUINA,EOL.CV.BA.032364-0.01,EOLIELÉTRICA,TIPO II-C,UNHA DANTA,BAHIA,BA,NORDESTE,NE,BRA
561,RIO VERDE,EOL.CV.BA.030341-0.01,EOLIELÉTRICA,TIPO II-C,RIO VERDE EOL,BAHIA,BA,NORDESTE,NE,BRA
562,SABIU,EOL.CV.BA.032108-7.01,EOLIELÉTRICA,TIPO II-C,SABIU,BAHIA,BA,NORDESTE,NE,BRA
563,SÃO JUDAS,EOL.CV.BA.030725-4.01,EOLIELÉTRICA,TIPO II-C,SÃO JUDAS,BAHIA,BA,NORDESTE,NE,BRA
564,SÃO PEDRO DO LAGO,EOL.CV.BA.030456-5.01,EOLIELÉTRICA,TIPO II-C,SÃO PEDRO DO LAGO,BAHIA,BA,NORDESTE,NE,BRA
565,SÃO SALVADOR,EOL.CV.BA.031120-0.01,EOLIELÉTRICA,TIPO II-C,EOL SÃO SALVADOR,BAHIA,BA,NORDESTE,NE,BRA
566,SEABRA,EOL.CV.BA.030306-2.01,EOLIELÉTRICA,TIPO II-C,SEABRA,BAHIA,BA,NORDESTE,NE,BRA
567,SERAÍMA,EOL.CV.BA.030546-4.01,EOLIELÉTRICA,TIPO II-C,EOL SERAIMA,BAHIA,BA,NORDESTE,NE,BRA
568,SERRA DA BABILÔNIA  X,EOL.CV.BA.032469-8.01,EOLIELÉTRICA,TIPO II-C,S DA BABILÔNIA X,BAHIA,BA,NORDESTE,NE,BRA
569,SERRA DA BABILÔNIA A,EOL.CV.BA.037083-5.01,EOLIELÉTRICA,TIPO II-C,SERRA DA BABILONIA A,BAHIA,BA,NORDESTE,NE,BRA
570,SERRA DA BABILÔNIA B,EOL.CV.BA.040608-2.01,EOLIELÉTRICA,TIPO II-C,SERRA DA BABILONIA B,BAHIA,BA,NORDESTE,NE,BRA
571,SERRA DA BABILÔNIA C,EOL.CV.BA.040609-0.01,EOLIELÉTRICA,TIPO II-C,SERRA DA BABILONIA C,BAHIA,BA,NORDESTE,NE,BRA
572,SERRA DA BABILÔNIA D,EOL.CV.BA.040610-4.01,EOLIELÉTRICA,TIPO II-C,SERRA DA BABILONIA D,BAHIA,BA,NORDESTE,NE,BRA
573,SERRA DA BABILÔNIA E,EOL.CV.BA.040611-2.01,EOLIELÉTRICA,TIPO II-C,SERRA DA BABILONIA E,BAHIA,BA,NORDESTE,NE,BRA
574,SERRA DA BABILÔNIA F,EOL.CV.BA.040612-0.01,EOLIELÉTRICA,TIPO II-C,SERRA DA BABILONIA F,BAHIA,BA,NORDESTE,NE,BRA
575,SERRA DA BABILÔNIA II,EOL.CV.BA.032462-0.01,EOLIELÉTRICA,TIPO II-C,S DA BABILÔNIA II,BAHIA,BA,NORDESTE,NE,BRA
576,SERRA DA BABILÔNIA IX,EOL.CV.BA.032465-5.01,EOLIELÉTRICA,TIPO II-C,S DA BABILÔNIA IX,BAHIA,BA,NORDESTE,NE,BRA
577,SERRA DA BABILÔNIA VI,EOL.CV.BA.032466-3.01,EOLIELÉTRICA,TIPO II-C,S DA BABILÔNIA VI,BAHIA,BA,NORDESTE,NE,BRA
578,SERRA DA BABILÔNIA VII,EOL.CV.BA.032467-1.01,EOLIELÉTRICA,TIPO II-C,S DA BABILÔNIA VII,BAHIA,BA,NORDESTE,NE,BRA
579,SERRA DA BABILÔNIA VIII,EOL.CV.BA.032468-0.01,EOLIELÉTRICA,TIPO II-C,S DA BABILÔNIA VIII,BAHIA,BA,NORDESTE,NE,BRA
580,SERRA DA BABILÔNIA XI,EOL.CV.BA.032470-1.01,EOLIELÉTRICA,TIPO II-C,S DA BABILÔNIA XI,BAHIA,BA,NORDESTE,NE,BRA
581,SERRA DA BABILÔNIA XII,EOL.CV.BA.032471-0.01,EOLIELÉTRICA,TIPO II-C,S DA BABILÔNIA XII,BAHIA,BA,NORDESTE,NE,BRA
582,SERRA DA MANGABEIRA,EOL.CV.BA.044878-8.01,EOLIELÉTRICA,TIPO II-C,OSLO V,BAHIA,BA,NORDESTE,NE,BRA
583,SERRA DO ASSURUÁ 1,EOL.CV.BA.049371-6.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 01,BAHIA,BA,NORDESTE,NE,BRA
584,SERRA DO ASSURUÁ 11,EOL.CV.BA.049381-3.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 11,BAHIA,BA,NORDESTE,NE,BRA
585,SERRA DO ASSURUÁ 13,EOL.CV.BA.049383-0.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 13,BAHIA,BA,NORDESTE,NE,BRA
586,SERRA DO ASSURUÁ 14,EOL.CV.BA.049387-2.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 14,BAHIA,BA,NORDESTE,NE,BRA
587,SERRA DO ASSURUÁ 15,EOL.CV.BA.049388-0.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 15,BAHIA,BA,NORDESTE,NE,BRA
588,SERRA DO ASSURUÁ 16,EOL.CV.BA.049389-9.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 16,BAHIA,BA,NORDESTE,NE,BRA
589,SERRA DO ASSURUÁ 17,EOL.CV.BA.049390-2.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 17,BAHIA,BA,NORDESTE,NE,BRA
590,SERRA DO ASSURUÁ 18,EOL.CV.BA.049391-0.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 18,BAHIA,BA,NORDESTE,NE,BRA
591,SERRA DO ASSURUÁ 19,EOL.CV.BA.049392-9.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 19,BAHIA,BA,NORDESTE,NE,BRA
592,SERRA DO ASSURUÁ 2,EOL.CV.BA.049372-4.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 02,BAHIA,BA,NORDESTE,NE,BRA
593,SERRA DO ASSURUÁ 20,EOL.CV.BA.049393-7.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 20,BAHIA,BA,NORDESTE,NE,BRA
594,SERRA DO ASSURUÁ 21,EOL.CV.BA.049394-5.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 21,BAHIA,BA,NORDESTE,NE,BRA
595,SERRA DO ASSURUÁ 22,EOL.CV.BA.049395-3.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 22,BAHIA,BA,NORDESTE,NE,BRA
596,SERRA DO ASSURUÁ 23,EOL.CV.BA.049396-1.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 23,BAHIA,BA,NORDESTE,NE,BRA
597,SERRA DO ASSURUÁ 24,EOL.CV.BA.049397-0.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 24,BAHIA,BA,NORDESTE,NE,BRA
598,SERRA DO ASSURUÁ 3,EOL.CV.BA.049373-2.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 03,BAHIA,BA,NORDESTE,NE,BRA
599,SERRA DO ASSURUÁ 4,EOL.CV.BA.049374-0.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 04,BAHIA,BA,NORDESTE,NE,BRA
600,SERRA DO ASSURUÁ 6,EOL.CV.BA.049376-7.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 06,BAHIA,BA,NORDESTE,NE,BRA
601,SERRA DO ASSURUÁ 8,EOL.CV.BA.049378-3.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 08,BAHIA,BA,NORDESTE,NE,BRA
602,SERRA DO ASSURUÁ 9,EOL.CV.BA.049379-1.01,EOLIELÉTRICA,TIPO II-C,SERRA DO ASSURUA 09,BAHIA,BA,NORDESTE,NE,BRA
603,SERRA DO ESPINHAÇO,EOL.CV.BA.030802-1.01,EOLIELÉTRICA,TIPO II-C,SERRA DO  ESPINHAÇO,BAHIA,BA,NORDESTE,NE,BRA
604,SERRA DO FOGO,EOL.CV.BA.035222-5.01,EOLIELÉTRICA,TIPO II-C,SERRA DO FOGO,BAHIA,BA,NORDESTE,NE,BRA
605,SERRA DO SALTO,EOL.CV.BA.030314-3.01,EOLIELÉTRICA,TIPO II-C,SERRA DO SALTO,BAHIA,BA,NORDESTE,NE,BRA
606,SERRA DO VENTO,EOL.CV.BA.035229-2.01,EOLIELÉTRICA,TIPO II-C,SERRA DO VENTO,BAHIA,BA,NORDESTE,NE,BRA
607,SETE GAMELEIRAS,EOL.CV.BA.030455-7.01,EOLIELÉTRICA,TIPO II-C,EOL SETE GAMELEIRAS,BAHIA,BA,NORDESTE,NE,BRA
608,TABOQUINHA,EOL.CV.BA.031406-4.01,EOLIELÉTRICA,TIPO II-C,TABOQUINHA,BAHIA,BA,NORDESTE,NE,BRA
609,TABUA,EOL.CV.BA.031403-0.01,EOLIELÉTRICA,TIPO II-C,TABUA,BAHIA,BA,NORDESTE,NE,BRA
610,TAMANDUÁ MIRIM,EOL.CV.BA.030753-0.01,EOLIELÉTRICA,TIPO II-C,EOL TAMANDUÁ MIRIM,BAHIA,BA,NORDESTE,NE,BRA
611,TAMANDUÁ MIRIM 2,EOL.CV.BA.031606-7.01,EOLIELÉTRICA,TIPO II-C,TAMANDUA MIRIM 2,BAHIA,BA,NORDESTE,NE,BRA
612,TANQUE,EOL.CV.BA.030544-8.01,EOLIELÉTRICA,TIPO II-C,EOL TANQUE,BAHIA,BA,NORDESTE,NE,BRA
613,TEIU,EOL.CV.BA.030731-9.01,EOLIELÉTRICA,TIPO II-C,EOL TEIU,BAHIA,BA,NORDESTE,NE,BRA
614,TEIÚ 2,EOL.CV.BA.031431-5.01,EOLIELÉTRICA,TIPO II-C,TEIU 2 ENERGIA,BAHIA,BA,NORDESTE,NE,BRA
615,TEIÚ 3,EOL.CV.BA.037093-2.01,EOLIELÉTRICA,TIPO II-C,EOL PINDAÍ IV,BAHIA,BA,NORDESTE,NE,BRA
616,TUCANO II,EOL.CV.BA.032567-8.01,EOLIELÉTRICA,TIPO II-C,TUCANO F2,BAHIA,BA,NORDESTE,NE,BRA
617,TUCANO III,EOL.CV.BA.032568-6.01,EOLIELÉTRICA,TIPO II-C,TUCANO F3,BAHIA,BA,NORDESTE,NE,BRA
618,TUCANO IV,EOL.CV.BA.032569-4.01,EOLIELÉTRICA,TIPO II-C,TUCANO F4,BAHIA,BA,NORDESTE,NE,BRA
619,TUCANO VI,EOL.CV.BA.032578-3.01,EOLIELÉTRICA,TIPO II-C,TUCANO F6,BAHIA,BA,NORDESTE,NE,BRA
620,TUCANO VII,EOL.CV.BA.032579-1.01,EOLIELÉTRICA,TIPO II-C,TUCANO F7,BAHIA,BA,NORDESTE,NE,BRA
621,TUCANO VIII,EOL.CV.BA.032580-5.01,EOLIELÉTRICA,TIPO II-C,TUCANO F8,BAHIA,BA,NORDESTE,NE,BRA
622,TUCANO X,EOL.CV.BA.032584-8.01,EOLIELÉTRICA,TIPO II-C,TUCANO F1,BAHIA,BA,NORDESTE,NE,BRA
623,TUCANO XVI,EOL.CV.BA.036989-6.01,EOLIELÉTRICA,TIPO II-C,TUCANO F2,BAHIA,BA,NORDESTE,NE,BRA
624,UMBURANA DE CHEIRO,EOL.CV.BA.035233-0.01,EOLIELÉTRICA,TIPO II-C,UMBURANA DE CHEIRO,BAHIA,BA,NORDESTE,NE,BRA
625,UMBURANAS 1,EOL.CV.BA.031738-1.01,EOLIELÉTRICA,TIPO II-C,UMBURANAS 1,BAHIA,BA,NORDESTE,NE,BRA
