id_usina,nome_usina,ceg,tipo_usina,modalidade_operacao,agente_proprietario,estado_nome,cod_estado,subsistema_nome,cod_subsistema,cod_pais
1,XINGÓ,UHE.PH.SE.027053-9.01,HIDROELÉTRICA,TIPO I,CHESF,ALAGOAS,AL,NORDESTE,NE,BRA
2,PÓLO CLOROQUÍMICO GEBRA,UTE.PE.AL.028623-0.01,TÉRMICA,TIPO I,GEBRA,ALAGOAS,AL,NORDESTE,NE,BRA
3,RIO LARGO BRASYMPE,UTE.PE.AL.028505-6.01,TÉRMICA,TIPO I,BRASYMPE,ALAGOAS,AL,NORDESTE,NE,BRA
4,USI PERI-PERI,UTE.PE.AL.028621-4.01,TÉRMICA,TIPO I,GEBRA,ALAGOAS,AL,NORDESTE,NE,BRA
5,APOLÔNIO SALES,UHE.PH.AL.001510-5.01,HIDROELÉTRICA,TIPO I,CHESF,BAHIA,BA,NORDESTE,NE,BRA
6,ITAPEBI,UHE.PH.BA.001175-4.01,HIDROELÉTRICA,TIPO I,AHE ITAPEBI,BAHIA,BA,NORDESTE,NE,BRA
7,PAULO AFONSO I,UHE.PH.BA.002012-5.01,HIDROELÉTRICA,TIPO I,CHESF,BAHIA,BA,NORDESTE,NE,BRA
8,PAULO AFONSO II,UHE.PH.BA.027048-2.01,HIDROELÉTRICA,TIPO I,CHESF,BAHIA,BA,NORDESTE,NE,BRA
9,PAULO AFONSO III,UHE.PH.BA.027049-0.01,HIDROELÉTRICA,TIPO I,CHESF,BAHIA,BA,NORDESTE,NE,BRA
10,PAULO AFONSO IV,UHE.PH.BA.027050-4.01,HIDROELÉTRICA,TIPO I,CHESF,BAHIA,BA,NORDESTE,NE,BRA
11,PEDRA DO CAVALO,UHE.PH.BA.028565-0.01,HIDROELÉTRICA,TIPO I,VOTORANTIM CIMENTOS,BAHIA,BA,NORDESTE,NE,BRA
12,SOBRADINHO,UHE.PH.BA.002755-3.01,HIDROELÉTRICA,TIPO I,CHESF,BAHIA,BA,NORDESTE,NE,BRA
13,APOENA,UTE.PE.BA.029554-0.01,TÉRMICA,TIPO I,S FRANCISCO,BAHIA,BA,NORDESTE,NE,BRA
14,CAMAÇARI,UTE.GN.BA.000602-5.01,TÉRMICA,TIPO I,CHESF,BAHIA,BA,NORDESTE,NE,BRA
15,GLOBAL I,UTE.PE.BA.029653-8.01,TÉRMICA,TIPO I,CEC CANDEIAS,BAHIA,BA,NORDESTE,NE,BRA
16,GLOBAL II,UTE.PE.BA.029639-2.01,TÉRMICA,TIPO I,CEC CANDEIAS,BAHIA,BA,NORDESTE,NE,BRA
17,GUARANI,UTE.PE.BA.029555-8.01,TÉRMICA,TIPO I,S FRANCISCO,BAHIA,BA,NORDESTE,NE,BRA
18,JAGUARARI,UTE.PE.BA.028527-7.01,TÉRMICA,TIPO I,ENGUIA GEN BA,BAHIA,BA,NORDESTE,NE,BRA
19,NORDESTE GENERATION,UTE.PE.BA.028645-1.01,TÉRMICA,TIPO I,NE GENERATION,BAHIA,BA,NORDESTE,NE,BRA
20,TERMOBAHIA,UTE.GN.BA.027263-9.01,TÉRMICA,TIPO I,PETROBRAS,BAHIA,BA,NORDESTE,NE,BRA
21,TERMOCAMAÇARI,UTE.GN.BA.028206-5.01,TÉRMICA,TIPO I,PETROBRAS,BAHIA,BA,NORDESTE,NE,BRA
22,ICARAIZINHO,EOL.CV.CE.028699-0.01,EOLIELÉTRICA,TIPO I,CPFL ENERGIAS,CEARA,CE,NORDESTE,NE,BRA
23,PRAIA FORMOSA,EOL.CV.CE.028631-1.01,EOLIELÉTRICA,TIPO I,CPFL ENERGIAS,CEARA,CE,NORDESTE,NE,BRA
24,AQUIRAZ,UTE.PE.CE.028555-2.01,TÉRMICA,TIPO I,CGE,CEARA,CE,NORDESTE,NE,BRA
25,BREITENER,UTE.PE.CE.028514-5.01,TÉRMICA,TIPO I,BREITENER,CEARA,CE,NORDESTE,NE,BRA
26,CAGECE,UTE.PE.CE.028551-0.01,TÉRMICA,TIPO I,CGE,CEARA,CE,NORDESTE,NE,BRA
27,COLUNA,UTE.PE.CE.028550-1.01,TÉRMICA,TIPO I,CGE,CEARA,CE,NORDESTE,NE,BRA
28,DISTRITO INDUSTRIAL I,UTE.PE.CE.028548-0.01,TÉRMICA,TIPO I,CGE,CEARA,CE,NORDESTE,NE,BRA
29,DISTRITO INDUSTRIAL II,UTE.PE.CE.028549-8.01,TÉRMICA,TIPO I,CGE,CEARA,CE,NORDESTE,NE,BRA
30,FORTALEZA,UTE.GN.CE.028357-6.01,TÉRMICA,TIPO I,ENEVA,CEARA,CE,NORDESTE,NE,BRA
31,JABOTI,UTE.PE.CE.028556-0.01,TÉRMICA,TIPO I,CGE,CEARA,CE,NORDESTE,NE,BRA
32,MARACANAÚ I,UTE.PE.CE.029654-6.01,TÉRMICA,TIPO I,MARACANAÚ GERAÇÃO,CEARA,CE,NORDESTE,NE,BRA
33,MARANGUAPE,UTE.PE.CE.028552-8.01,TÉRMICA,TIPO I,CGE,CEARA,CE,NORDESTE,NE,BRA
34,PACAJUS,UTE.PE.CE.028554-4.01,TÉRMICA,TIPO I,CGE,CEARA,CE,NORDESTE,NE,BRA
35,PARAIPABA,UTE.PE.CE.028553-6.01,TÉRMICA,TIPO I,CGE,CEARA,CE,NORDESTE,NE,BRA
36,PORTO DO PECÉM I,UTE.CM.CE.029720-8.01,TÉRMICA,TIPO I,PORTO PECEM,CEARA,CE,NORDESTE,NE,BRA
37,PORTO DO PECÉM II,UTE.CM.CE.030098-5.01,TÉRMICA,TIPO I,PECEM II,CEARA,CE,NORDESTE,NE,BRA
38,TERMOCEARÁ,UTE.GN.CE.028358-4.01,TÉRMICA,TIPO I,PETROBRAS,CEARA,CE,NORDESTE,NE,BRA
39,CAMPINA GRANDE,UTE.PE.PB.000612-2.01,TÉRMICA,TIPO I,BORBOREMA ENERGETICA,PARAIBA,PB,NORDESTE,NE,BRA
40,TERMONORDESTE,UTE.PE.PB.029641-4.01,TÉRMICA,TIPO I,EPASA,PARAIBA,PB,NORDESTE,NE,BRA
41,TERMOPARAÍBA,UTE.PE.PB.029638-4.01,TÉRMICA,TIPO I,EPASA,PARAIBA,PB,NORDESTE,NE,BRA
42,USI GIASA,UTE.AI.PB.028391-6.01,TÉRMICA,TIPO I,GIASA,PARAIBA,PB,NORDESTE,NE,BRA
43,LUIZ GONZAGA,UHE.PH.PE.001174-6.01,HIDROELÉTRICA,TIPO I,CHESF,PERNAMBUCO,PE,NORDESTE,NE,BRA
44,CABO,UTE.PE.PE.028493-9.01,TÉRMICA,TIPO I,TERMO NC,PERNAMBUCO,PE,NORDESTE,NE,BRA
45,CAMAÇARI MURICY II,UTE.PE.BA.031304-1.01,TÉRMICA,TIPO I,ECM II,PERNAMBUCO,PE,NORDESTE,NE,BRA
46,IPOJUCA,UTE.PE.PE.028494-7.01,TÉRMICA,TIPO I,TERMO NC,PERNAMBUCO,PE,NORDESTE,NE,BRA
47,PAU FERRO I,UTE.PE.PE.029561-2.01,TÉRMICA,TIPO I,EPESA,PERNAMBUCO,PE,NORDESTE,NE,BRA
48,PECÉM II,UTE.PE.BA.031303-3.01,TÉRMICA,TIPO I,ECM II,PERNAMBUCO,PE,NORDESTE,NE,BRA
49,PERNAMBUCO III,UTE.PE.PE.030120-5.01,TÉRMICA,TIPO I,UTE PERNAMBUCO III,PERNAMBUCO,PE,NORDESTE,NE,BRA
50,PETROLINA,UTE.PE.PE.028584-6.01,TÉRMICA,TIPO I,PETROLINA,PERNAMBUCO,PE,NORDESTE,NE,BRA
51,PORTO,UTE.PE.PE.028495-5.01,TÉRMICA,TIPO I,TERMO NC,PERNAMBUCO,PE,NORDESTE,NE,BRA
52,PRAZERES,UTE.PE.PE.028496-3.01,TÉRMICA,TIPO I,TERMO NC,PERNAMBUCO,PE,NORDESTE,NE,BRA
53,RIO FORMOSO,UTE.PE.PE.028497-1.01,TÉRMICA,TIPO I,TERMO NC,PERNAMBUCO,PE,NORDESTE,NE,BRA
54,SUAPE,UTE.PE.PE.028498-0.01,TÉRMICA,TIPO I,TERMO NC,PERNAMBUCO,PE,NORDESTE,NE,BRA
55,SUAPE II,UTE.PE.PE.029719-4.01,TÉRMICA,TIPO I,SUAPE II,PERNAMBUCO,PE,NORDESTE,NE,BRA
56,TERMOCABO,UTE.GN.PE.028326-6.01,TÉRMICA,TIPO I,TERMOCABO,PERNAMBUCO,PE,NORDESTE,NE,BRA
57,TERMOMANAUS,UTE.PE.PE.029562-0.01,TÉRMICA,TIPO I,EPESA,PERNAMBUCO,PE,NORDESTE,NE,BRA
58,TERMOPERNAMBUCO,UTE.GN.PE.028031-3.01,TÉRMICA,TIPO I,TERMOPERNAMBUCO,PERNAMBUCO,PE,NORDESTE,NE,BRA
59,BOA ESPERANÇA,UHE.PH.PI.000267-4.01,HIDROELÉTRICA,TIPO I,CHESF,PIAUI,PI,NORDESTE,NE,BRA
60,ALEGRIA I,EOL.CV.RN.028444-0.01,EOLIELÉTRICA,TIPO I,NEW ENERGY,RIO GRANDE DO NORTE,RN,NORDESTE,NE,BRA
61,ALEGRIA II,EOL.CV.RN.028443-2.01,EOLIELÉTRICA,TIPO I,NEW ENERGY,RIO GRANDE DO NORTE,RN,NORDESTE,NE,BRA
62,MIASSABA 3,EOL.CV.RN.030339-9.01,EOLIELÉTRICA,TIPO I,BRASVENTOS MIASSABA,RIO GRANDE DO NORTE,RN,NORDESTE,NE,BRA
63,REI DOS VENTOS 1,EOL.CV.RN.030416-6.01,EOLIELÉTRICA,TIPO I,BRASVENTOS EOLO,RIO GRANDE DO NORTE,RN,NORDESTE,NE,BRA
64,REI DOS VENTOS 3,EOL.CV.RN.030417-4.01,EOLIELÉTRICA,TIPO I,REI DOS VENTOS 3,RIO GRANDE DO NORTE,RN,NORDESTE,NE,BRA
65,PARNAMIRIM,UTE.PE.RN.028644-3.01,TÉRMICA,TIPO I,PARNAMIRIM,RIO GRANDE DO NORTE,RN,NORDESTE,NE,BRA
66,POTIGUAR,UTE.PE.RN.028655-9.01,TÉRMICA,TIPO I,CEP,RIO GRANDE DO NORTE,RN,NORDESTE,NE,BRA
67,POTIGUAR III,UTE.PE.RN.029556-6.01,TÉRMICA,TIPO I,CEP,RIO GRANDE DO NORTE,RN,NORDESTE,NE,BRA
69,VALE DO AÇÚ,UTE.GN.RN.028225-1.01,TÉRMICA,TIPO I,PETROBRAS,RIO GRANDE DO NORTE,RN,NORDESTE,NE,BRA
70,PORTO DE SERGIPE I,UTE.GN.SE.032228-8.01,TÉRMICA,TIPO I,ENEVA,SERGIPE,SE,NORDESTE,NE,BRA
71,USI CARRAPICHO,UTE.PE.SE.028614-1.01,TÉRMICA,TIPO I,GEBRA,SERGIPE,SE,NORDESTE,NE,BRA
72,USI JARDIM,UTE.PE.SE.028506-4.01,TÉRMICA,TIPO I,BRASYMPE,SERGIPE,SE,NORDESTE,NE,BRA
73,USI LAGARTO,UTE.PE.SE.028613-3.01,TÉRMICA,TIPO I,GEBRA,SERGIPE,SE,NORDESTE,NE,BRA
74,BALBINA,UHE.PH.AM.000190-2.01,HIDROELÉTRICA,TIPO I,ELETRONORTE,AMAZONAS,AM,NORTE,N,BRA
75,APARECIDA,UTE.GN.AM.027250-7.02,TÉRMICA,TIPO I,ELETRONORTE,AMAZONAS,AM,NORTE,N,BRA
76,CRISTIANO ROCHA,UTE.PE.AM.029499-3.01,TÉRMICA,TIPO I,RAESA,AMAZONAS,AM,NORTE,N,BRA
77,IRANDUBA,UTE.PE.AM.030274-0.01,TÉRMICA,TIPO I,AMAZONAS GT,AMAZONAS,AM,NORTE,N,BRA
78,JARAQUI,UTE.GN.AM.029272-9.01,TÉRMICA,TIPO I,BREITENER JARAQUI,AMAZONAS,AM,NORTE,N,BRA
79,MANAUARA,UTE.GN.AM.029432-2.01,TÉRMICA,TIPO I,MANAUARA,AMAZONAS,AM,NORTE,N,BRA
80,MAUÁ 3,UTE.GN.AM.031888-4.01,TÉRMICA,TIPO I,ELETRONORTE,AMAZONAS,AM,NORTE,N,BRA
81,MAUÁ BLOCO 3,UTE.PE.AM.002952-1.01,TÉRMICA,TIPO I,AMAZONAS GT,AMAZONAS,AM,NORTE,N,BRA
83,PONTA NEGRA,UTE.GN.AM.029361-0.02,TÉRMICA,TIPO I,GERA AMAZONAS,AMAZONAS,AM,NORTE,N,BRA
84,SÃO JOSÉ,UTE.PE.AM.028922-1.01,TÉRMICA,TIPO I,AMAZONAS GT,AMAZONAS,AM,NORTE,N,BRA
85,TAMBAQUI,UTE.PE.AM.029276-1.01,TÉRMICA,TIPO I,BREITENER TAMBAQUI,AMAZONAS,AM,NORTE,N,BRA
86,CACHOEIRA CALDEIRÃO,UHE.PH.AP.031186-3.01,HIDROELÉTRICA,TIPO I,CACHOEIRA CALDEIRAO,AMAPA,AP,NORTE,N,BRA
87,COARACY NUNES,UHE.PH.AP.000783-8.01,HIDROELÉTRICA,TIPO I,ELETRONORTE,AMAPA,AP,NORTE,N,BRA
88,FERREIRA GOMES,UHE.PH.AP.030385-2.01,HIDROELÉTRICA,TIPO I,FERREIRA GOMES,AMAPA,AP,NORTE,N,BRA
89,SANTO ANTÔNIO DO JARI,UHE.PH.AP.026792-9.01,HIDROELÉTRICA,TIPO I,CEJA,AMAPA,AP,NORTE,N,BRA
90,SANTANA BLOCO 1,UTE.PE.AP.027104-7.01,TÉRMICA,TIPO I,ELETRONORTE,AMAPA,AP,NORTE,N,BRA
92,ESTREITO,UHE.PH.MA.028863-2.01,HIDROELÉTRICA,TIPO I,CE ESTREITO,MARANHAO,MA,NORTE,N,BRA
93,GERAMAR I,UTE.PE.MA.029705-4.01,TÉRMICA,TIPO I,GERA MARANHAO,MARANHAO,MA,NORTE,N,BRA
94,GERAMAR II,UTE.PE.MA.029668-6.01,TÉRMICA,TIPO I,GERA MARANHAO,MARANHAO,MA,NORTE,N,BRA
95,MARANHÃO III,UTE.GN.MA.030800-5.01,TÉRMICA,TIPO I,PARNAÍBA II,MARANHAO,MA,NORTE,N,BRA
96,MARANHÃO IV,UTE.GN.MA.030202-3.01,TÉRMICA,TIPO I,PARNAÍBA G C,MARANHAO,MA,NORTE,N,BRA
97,MARANHÃO V,UTE.GN.MA.030203-1.01,TÉRMICA,TIPO I,PARNAÍBA G C,MARANHAO,MA,NORTE,N,BRA
98,MC2 NOVA VENÉCIA 2,UTE.GN.MA.030196-5.01,TÉRMICA,TIPO I,PARNAÍBA II,MARANHAO,MA,NORTE,N,BRA
99,PARNAÍBA IV,UTE.GN.MA.031193-6.01,TÉRMICA,TIPO I,PARNAÍBA II,MARANHAO,MA,NORTE,N,BRA
100,PARNAÍBA V,UTE.GN.MA.040562-0.01,TÉRMICA,TIPO I,PARNAÍBA G C,MARANHAO,MA,NORTE,N,BRA
101,PORTO DO ITAQUI,UTE.CM.MA.029700-3.01,TÉRMICA,TIPO I,ITAQUI GERACAO,MARANHAO,MA,NORTE,N,BRA
102,BELO MONTE,UHE.PH.PA.030354-2.01,HIDROELÉTRICA,TIPO I,NORTE ENERGIA SA,PARA,PA,SUDESTE,SE,BRA
102,BELO MONTE,UHE.PH.PA.030354-2.01,HIDROELÉTRICA,TIPO I,NORTE ENERGIA SA,PARA,PA,NORTE,N,BRA
103,CURUÁ-UNA,UHE.PH.PA.027130-6.01,HIDROELÉTRICA,TIPO I,ELETRONORTE,PARA,PA,SUDESTE,SE,BRA
103,CURUÁ-UNA,UHE.PH.PA.027130-6.01,HIDROELÉTRICA,TIPO I,ELETRONORTE,PARA,PA,NORTE,N,BRA
105,TUCURUÍ,UHE.PH.PA.002889-4.01,HIDROELÉTRICA,TIPO I,ELETRONORTE,PARA,PA,SUDESTE,SE,BRA
105,TUCURUÍ,UHE.PH.PA.002889-4.01,HIDROELÉTRICA,TIPO I,ELETRONORTE,PARA,PA,NORTE,N,BRA
106,SANTARÉM,UTE.PE.PA.031616-4.02,TÉRMICA,TIPO I,ELETRONORTE,PARA,PA,SUDESTE,SE,BRA
106,SANTARÉM,UTE.PE.PA.031616-4.02,TÉRMICA,TIPO I,ELETRONORTE,PARA,PA,NORTE,N,BRA
107,BBF BALIZA,UTE.AI.RR.044586-0.01,TÉRMICA,TIPO I,BBF,RORAIMA,RR,NORTE,N,BRA
108,BONFIM,UTE.FL.RR.044603-3.01,TÉRMICA,TIPO I,UTE BONFIM,RORAIMA,RR,NORTE,N,BRA
109,CANTÁ,UTE.FL.RR.044604-1.01,TÉRMICA,TIPO I,CANTÁ GERAÇÃO,RORAIMA,RR,NORTE,N,BRA
110,DISTRITO,UTE.PE.RR.030638-0.01,TÉRMICA,TIPO I,RORAIMA ENERGIA,RORAIMA,RR,NORTE,N,BRA
111,FLORESTA,UTE.PE.RR.000961-0.01,TÉRMICA,TIPO I,RORAIMA ENERGIA,RORAIMA,RR,NORTE,N,BRA
112,JAGUATIRICA II,UTE.GN.RR.044619-0.01,TÉRMICA,TIPO I,ENEVA,RORAIMA,RR,NORTE,N,BRA
113,MONTE CRISTO,UTE.PE.RR.031982-1.01,TÉRMICA,TIPO I,RORAIMA ENERGIA,RORAIMA,RR,NORTE,N,BRA
114,MONTE CRISTO II,UTE.PE.RR.044653-0.01,TÉRMICA,TIPO I,RORAIMA ENERGIA,RORAIMA,RR,NORTE,N,BRA
116,NOVO PARAÍSO,UTE.PE.RR.031984-8.01,TÉRMICA,TIPO I,RORAIMA ENERGIA,RORAIMA,RR,NORTE,N,BRA
117,PALMAPLAN,UTE.BL.RR.044588-6.01,TÉRMICA,TIPO I,PALMAPLAN,RORAIMA,RR,NORTE,N,BRA
118,PAU RAINHA,UTE.FL.RR.044605-0.01,TÉRMICA,TIPO I,UTE PAU RAINHA,RORAIMA,RR,NORTE,N,BRA
119,SANTA LUZ,UTE.FL.RR.044606-8.01,TÉRMICA,TIPO I,UTE SANTA LUZ,RORAIMA,RR,NORTE,N,BRA
120,ITAIPU 50 HZ,UHE.PH.PR.001161-4.01,HIDROELÉTRICA,TIPO I,ITAIPU,DADOS REF. PARAGUAI,PY,PARAGUAI,PY,BRA
121,BRASÍLIA,UTE.PE.DF.000312-3.01,TÉRMICA,TIPO I,CEB GER,DISTRITO FEDERAL,DF,SUDESTE,SE,BRA
122,MASCARENHAS,UHE.PH.ES.001432-0.01,HIDROELÉTRICA,TIPO I,ENERGEST,ESPIRITO SANTO,ES,SUDESTE,SE,BRA
123,ROSAL,UHE.PH.ES.002553-4.01,HIDROELÉTRICA,TIPO I,ROSAL ENERGIA,ESPIRITO SANTO,ES,SUDESTE,SE,BRA
124,LUIZ OSCAR RODRIGUES DE MELO,UTE.GN.ES.030054-3.01,TÉRMICA,TIPO I,ENEVA,ESPIRITO SANTO,ES,SUDESTE,SE,BRA
126,PONTA DE UBU,UTE.PE.ES.028508-0.01,TÉRMICA,TIPO I,BRASYMPE,ESPIRITO SANTO,ES,SUDESTE,SE,BRA
127,POVOAÇÃO 1,UTE.GN.ES.056045-6.01,TÉRMICA,TIPO I,ENEVA,ESPIRITO SANTO,ES,SUDESTE,SE,BRA
129,TUBARÃO BRASYMPE,UTE.PE.ES.028504-8.01,TÉRMICA,TIPO I,BRASYMPE,ESPIRITO SANTO,ES,SUDESTE,SE,BRA
130,USI CARAPINA,UTE.PE.ES.028509-9.01,TÉRMICA,TIPO I,BRASYMPE,ESPIRITO SANTO,ES,SUDESTE,SE,BRA
131,USI CIVIT,UTE.PE.ES.028507-2.01,TÉRMICA,TIPO I,BRASYMPE,ESPIRITO SANTO,ES,SUDESTE,SE,BRA
132,VIANA,UTE.PE.ES.029664-3.01,TÉRMICA,TIPO I,ENEVA,ESPIRITO SANTO,ES,SUDESTE,SE,BRA
133,VIANA 1,UTE.GN.ES.056350-1.01,TÉRMICA,TIPO I,ENEVA,ESPIRITO SANTO,ES,SUDESTE,SE,BRA
134,BARRA DOS COQUEIROS,UHE.PH.GO.028757-1.01,HIDROELÉTRICA,TIPO I,KINROSS,GOIAS,GO,SUDESTE,SE,BRA
135,CACHOEIRA DOURADA,UHE.PH.GO.000528-2.01,HIDROELÉTRICA,TIPO I,ENELCDSA,GOIAS,GO,SUDESTE,SE,BRA
136,CAÇU,UHE.PH.GO.028756-3.01,HIDROELÉTRICA,TIPO I,KINROSS,GOIAS,GO,SUDESTE,SE,BRA
137,CANA BRAVA,UHE.PH.GO.000630-0.01,HIDROELÉTRICA,TIPO I,ENGIE,GOIAS,GO,SUDESTE,SE,BRA
138,CORUMBÁ,UHE.PH.GO.000866-4.01,HIDROELÉTRICA,TIPO I,ELETROBRAS,GOIAS,GO,SUDESTE,SE,BRA
139,CORUMBÁ III,UHE.PH.GO.028352-5.01,HIDROELÉTRICA,TIPO I,CORUMBÁ III,GOIAS,GO,SUDESTE,SE,BRA
140,CORUMBÁ IV,UHE.PH.GO.027795-9.01,HIDROELÉTRICA,TIPO I,CORUMBÁ IV,GOIAS,GO,SUDESTE,SE,BRA
141,ENG. J.L.M. GODOY PEREIRA,UHE.PH.GO.029455-1.01,HIDROELÉTRICA,TIPO I,FOZ DO RIO CLARO,GOIAS,GO,SUDESTE,SE,BRA
142,ESPORA,UHE.PH.GO.000908-3.01,HIDROELÉTRICA,TIPO I,ESPORA,GOIAS,GO,SUDESTE,SE,BRA
143,SALTO,UHE.PH.GO.028758-0.01,HIDROELÉTRICA,TIPO I,RIO VERDE,GOIAS,GO,SUDESTE,SE,BRA
144,SALTO DO RIO VERDINHO,UHE.PH.GO.028760-1.01,HIDROELÉTRICA,TIPO I,CBA,GOIAS,GO,SUDESTE,SE,BRA
145,SERRA DA MESA,UHE.PH.GO.002731-6.01,HIDROELÉTRICA,TIPO I,ELETROBRAS,GOIAS,GO,SUDESTE,SE,BRA
146,SERRA DO FACÃO,UHE.PH.GO.028355-0.01,HIDROELÉTRICA,TIPO I,SEFAC,GOIAS,GO,SUDESTE,SE,BRA
147,DAIA,UTE.PE.GO.028612-5.01,TÉRMICA,TIPO I,DAIA,GOIAS,GO,SUDESTE,SE,BRA
148,GOIÂNIA II,UTE.PE.GO.029460-8.01,TÉRMICA,TIPO I,BRENTECH,GOIAS,GO,SUDESTE,SE,BRA
149,PALMEIRAS DE GOIÁS,UTE.PE.GO.001946-1.01,TÉRMICA,TIPO I,PALMEIRAS CEPASA,GOIAS,GO,SUDESTE,SE,BRA
150,AIMORÉS,UHE.PH.MG.000042-6.01,HIDROELÉTRICA,TIPO I,ALIANÇA,MINAS GERAIS,MG,SUDESTE,SE,BRA
151,AMADOR AGUIAR I,UHE.PH.MG.027483-6.01,HIDROELÉTRICA,TIPO I,CCBE,MINAS GERAIS,MG,SUDESTE,SE,BRA
152,AMADOR AGUIAR II,UHE.PH.MG.027484-4.01,HIDROELÉTRICA,TIPO I,CCBE,MINAS GERAIS,MG,SUDESTE,SE,BRA
153,BAGUARI,UHE.PH.MG.029453-5.01,HIDROELÉTRICA,TIPO I,BAGUARI I GERAÇÃO,MINAS GERAIS,MG,SUDESTE,SE,BRA
154,BATALHA,UHE.PH.MG.029454-3.01,HIDROELÉTRICA,TIPO I,ELETROBRAS,MINAS GERAIS,MG,SUDESTE,SE,BRA
155,CAMARGOS,UHE.PH.MG.000608-4.01,HIDROELÉTRICA,TIPO I,CEMIG GT,MINAS GERAIS,MG,SUDESTE,SE,BRA
156,FUNIL (MG),UHE.PH.MG.001006-5.01,HIDROELÉTRICA,TIPO I,ALIANÇA,MINAS GERAIS,MG,SUDESTE,SE,BRA
157,FURNAS,UHE.PH.MG.001007-3.01,HIDROELÉTRICA,TIPO I,ELETROBRAS,MINAS GERAIS,MG,SUDESTE,SE,BRA
158,GUILMAN AMORIM,UHE.PH.MG.001079-0.01,HIDROELÉTRICA,TIPO I,GUILMAN AMORIM,MINAS GERAIS,MG,SUDESTE,SE,BRA
159,IGARAPAVA,UHE.PH.SP.001098-7.01,HIDROELÉTRICA,TIPO I,IGARAPAVA,MINAS GERAIS,MG,SUDESTE,SE,BRA
160,IRAPÉ,UHE.PH.MG.001146-0.01,HIDROELÉTRICA,TIPO I,CEMIG GT,MINAS GERAIS,MG,SUDESTE,SE,BRA
161,ITUMBIARA,UHE.PH.MG.001194-0.01,HIDROELÉTRICA,TIPO I,ELETROBRAS,MINAS GERAIS,MG,SUDESTE,SE,BRA
162,ITUTINGA,UHE.PH.MG.001197-5.01,HIDROELÉTRICA,TIPO I,CEMIG ITUTINGA,MINAS GERAIS,MG,SUDESTE,SE,BRA
163,JAGUARA,UHE.PH.SP.001225-4.01,HIDROELÉTRICA,TIPO I,JAGUARA,MINAS GERAIS,MG,SUDESTE,SE,BRA
164,MARIMBONDO,UHE.PH.MG.001417-6.01,HIDROELÉTRICA,TIPO I,ELETROBRAS,MINAS GERAIS,MG,SUDESTE,SE,BRA
165,MASCARENHAS DE MORAES,UHE.PH.MG.002038-9.01,HIDROELÉTRICA,TIPO I,ELETROBRAS,MINAS GERAIS,MG,SUDESTE,SE,BRA
166,MIRANDA,UHE.PH.MG.001469-9.01,HIDROELÉTRICA,TIPO I,MIRANDA,MINAS GERAIS,MG,SUDESTE,SE,BRA
167,NOVA PONTE,UHE.PH.MG.001574-1.01,HIDROELÉTRICA,TIPO I,CEMIG GT,MINAS GERAIS,MG,SUDESTE,SE,BRA
168,PICADA,UHE.PH.MG.002053-2.01,HIDROELÉTRICA,TIPO I,LDQSPE,MINAS GERAIS,MG,SUDESTE,SE,BRA
169,PORTO COLÔMBIA,UHE.PH.MG.002117-2.01,HIDROELÉTRICA,TIPO I,ELETROBRAS,MINAS GERAIS,MG,SUDESTE,SE,BRA
170,PORTO ESTRELA,UHE.PH.MG.027196-9.01,HIDROELÉTRICA,TIPO I,PORTO ESTRELA,MINAS GERAIS,MG,SUDESTE,SE,BRA
171,QUEIMADO,UHE.PH.MG.002176-8.01,HIDROELÉTRICA,TIPO I,CEMIG GT,MINAS GERAIS,MG,SUDESTE,SE,BRA
172,RETIRO BAIXO,UHE.PH.MG.029457-8.01,HIDROELÉTRICA,TIPO I,RETIRO BAIXO,MINAS GERAIS,MG,SUDESTE,SE,BRA
173,RISOLETA NEVES,UHE.PH.MG.000641-6.01,HIDROELÉTRICA,TIPO I,CANDONGA,MINAS GERAIS,MG,SUDESTE,SE,BRA
174,SÁ CARVALHO,UHE.PH.MG.002563-1.01,HIDROELÉTRICA,TIPO I,SÁ CARVALHO,MINAS GERAIS,MG,SUDESTE,SE,BRA
175,SALTO GRANDE (MG),UHE.PH.MG.027210-8.01,HIDROELÉTRICA,TIPO I,CEMIG SALTO GRANDE,MINAS GERAIS,MG,SUDESTE,SE,BRA
176,SANTA CLARA (MG),UHE.PH.MG.002699-9.01,HIDROELÉTRICA,TIPO I,SANTA CLARA,MINAS GERAIS,MG,SUDESTE,SE,BRA
177,SÃO SIMÃO,UHE.PH.GO.002704-9.01,HIDROELÉTRICA,TIPO I,SSIMAO ENERGIA,MINAS GERAIS,MG,SUDESTE,SE,BRA
178,SOBRAGI,UHE.PH.MG.002757-0.01,HIDROELÉTRICA,TIPO I,CBA,MINAS GERAIS,MG,SUDESTE,SE,BRA
179,THEODOMIRO CARNEIRO SANTIAGO (EMBORCAÇÃO),UHE.PH.MG.027115-2.01,HIDROELÉTRICA,TIPO I,CEMIG GT,MINAS GERAIS,MG,SUDESTE,SE,BRA
180,TRÊS MARIAS,UHE.PH.MG.027113-6.01,HIDROELÉTRICA,TIPO I,CEMIG GT,MINAS GERAIS,MG,SUDESTE,SE,BRA
181,VOLTA GRANDE,UHE.PH.SP.003045-7.01,HIDROELÉTRICA,TIPO I,EGP PROJETOS I,MINAS GERAIS,MG,SUDESTE,SE,BRA
